"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"251260 Quixabá";-;-;-;-;-;-;-;-;1;-;-;-;1
"251270 Remígio";11;13;74;118;5;7;3;-;-;1;-;-;232
"251274 Riachão";-;-;-;-;1;-;-;1;-;-;-;-;2
"251275 Riachão do Bacamarte";-;4;8;5;10;3;2;-;-;-;-;-;32
"251278 Riacho de Santo Antônio";-;-;-;-;1;-;-;-;-;-;-;-;1
"251290 Rio Tinto";-;-;-;-;30;4;13;10;-;-;-;-;57
"251300 Salgadinho";-;-;-;-;-;-;-;4;-;-;-;-;4
"251310 Salgado de São Félix";-;-;-;-;1;1;-;-;-;2;-;-;4
"251315 Santa Cecília";2;-;-;-;4;2;1;1;-;2;1;1;14
"251320 Santa Cruz";-;-;-;-;-;-;-;-;-;-;1;-;1
"251330 Santa Helena";-;1;-;-;-;-;-;-;-;-;-;-;1
"251340 Santa Luzia";-;1;-;3;1;1;2;-;1;1;-;2;12
"251370 Santa Rita";4;1;1;1;3;4;28;33;36;11;6;23;151
"251360 Santana dos Garrotes";-;3;-;1;-;-;-;-;-;-;-;-;4
"251385 Santo André";-;-;-;-;-;-;-;1;2;-;-;2;5
"251400 São João do Cariri";1;-;-;-;2;1;15;27;40;27;24;45;182
"250070 São João do Rio do Peixe";1;-;-;-;-;-;-;-;-;-;-;-;1
"251410 São João do Tigre";-;1;1;-;-;2;-;-;-;-;-;-;4
"251440 São José de Espinharas";-;-;-;-;-;1;-;-;-;-;-;-;1
"251460 São José do Bonfim";-;-;-;-;-;1;-;-;-;-;-;-;1
"251470 São José do Sabugi";-;-;-;2;1;2;-;-;-;1;-;1;7
"251480 São José dos Cordeiros";-;-;-;-;-;-;2;1;-;-;-;-;3
"251445 São José dos Ramos";-;2;1;-;2;1;-;5;3;2;-;-;16
"251510 São Sebastião de Lagoa de Roça";-;-;-;-;-;-;1;2;2;-;-;-;5
"251540 São Vicente do Seridó";-;-;1;1;-;-;-;-;5;3;1;2;13
"251530 Sapé";-;-;1;-;-;-;2;3;-;-;-;9;15
"251550 Serra Branca";-;-;-;-;1;4;5;4;7;5;1;-;27
"251560 Serra da Raiz";-;-;-;-;-;-;-;-;-;-;-;15;15
"251590 Serraria";-;-;-;-;2;-;2;-;6;24;17;1;52
"251593 Sertãozinho";-;-;-;-;-;-;-;-;-;10;14;7;31
"251600 Solânea";-;14;22;29;13;2;5;1;-;-;8;13;107
"251610 Soledade";-;-;-;-;-;12;4;-;-;-;-;-;16
"251615 Sossêgo";-;-;-;1;2;3;-;-;3;2;6;11;28
"251620 Sousa";-;-;-;-;10;1;13;1;-;-;-;-;25
"251630 Sumé";-;-;-;-;-;-;1;1;1;1;-;4;8
"251640 Tacima";-;-;-;3;-;1;-;-;-;-;-;-;4
"251650 Taperoá";-;-;-;-;-;1;2;1;1;1;2;-;8
"251660 Tavares";-;-;-;-;-;2;1;-;-;-;-;-;3
"251670 Teixeira";-;-;-;-;-;-;-;-;-;1;-;-;1
"251675 Tenório";-;-;-;-;1;-;1;-;-;1;8;26;37
"251680 Triunfo";-;-;-;-;-;-;1;-;-;-;-;-;1
"251690 Uiraúna";-;-;4;1;1;-;-;2;-;-;-;-;8
"251700 Umbuzeiro";-;-;-;-;-;-;6;4;5;6;1;1;23
"251710 Várzea";-;-;-;-;-;1;-;2;2;-;-;-;5
"260005 Abreu e Lima";-;-;2;-;1;14;8;1;-;-;-;-;26
"260010 Afogados da Ingazeira";-;1;1;2;2;11;46;33;26;9;3;8;142
"260020 Afrânio";-;1;-;1;1;-;-;-;-;1;-;2;6
"260030 Agrestina";-;-;-;-;-;-;-;-;1;-;-;-;1
"260040 Água Preta";-;2;37;21;13;1;-;3;2;-;-;-;79
"260070 Aliança";-;1;-;-;-;-;-;-;-;-;2;6;9
"260080 Altinho";-;1;-;-;3;-;-;2;-;3;-;5;14
"260090 Amaraji";-;4;48;67;69;38;7;4;4;-;-;2;243
"260105 Araçoiaba";4;6;1;4;161;312;201;67;43;3;5;-;807
"260110 Araripina";-;2;1;1;-;-;-;-;2;-;-;-;6
"260120 Arcoverde";1;2;1;1;1;5;2;4;2;2;-;3;24
"260130 Barra de Guabiraba";1;1;-;1;-;-;2;5;2;4;22;2;40
"260140 Barreiros";-;-;1;8;70;28;14;62;26;35;29;12;285
"260160 Belém do São Francisco";-;-;-;1;1;-;1;-;1;-;-;-;4
"260170 Belo Jardim";16;5;3;3;-;14;6;1;2;3;3;-;56
"260180 Betânia";-;-;-;-;-;1;1;-;1;-;-;1;4
"260190 Bezerros";1;-;-;-;-;-;-;1;1;-;-;-;3
"260200 Bodocó";-;-;-;-;-;-;-;-;-;1;2;7;10
"260210 Bom Conselho";1;1;-;1;1;1;1;1;-;-;-;3;10
"260220 Bom Jardim";-;-;-;27;31;104;68;19;10;1;5;8;273
"260230 Bonito";-;-;1;2;6;3;10;2;-;2;2;-;28
"260240 Brejão";-;-;-;-;-;-;-;-;-;-;-;1;1
"260250 Brejinho";-;1;1;4;3;2;3;-;-;-;-;-;14
"260260 Brejo da Madre de Deus";-;1;-;-;-;-;1;1;-;-;-;-;3
"260270 Buenos Aires";-;-;-;-;-;15;13;-;-;-;-;-;28
"260280 Buíque";1;-;-;-;-;2;1;4;1;2;1;12;24
"260290 Cabo de Santo Agostinho";113;248;362;455;727;961;635;275;156;60;40;34;4066
"260300 Cabrobó";2;6;1;1;2;4;-;-;2;4;8;11;41
"260310 Cachoeirinha";-;-;-;-;-;-;-;-;-;-;-;3;3
"260320 Caetés";-;-;-;-;-;1;1;1;1;-;1;-;5
"260340 Calumbi";-;-;-;-;-;-;2;2;-;-;-;-;4
"260345 Camaragibe";7;16;33;83;118;80;35;20;5;3;-;-;400
"260350 Camocim de São Félix";-;-;-;-;-;1;-;-;-;-;-;-;1
"260360 Camutanga";1;-;-;-;-;-;3;3;1;2;2;1;13
"260370 Canhotinho";-;-;-;-;1;-;-;-;-;2;2;7;12
"260380 Capoeiras";-;-;-;-;2;-;1;-;-;-;-;-;3
"260390 Carnaíba";-;-;-;-;1;-;-;-;-;-;-;-;1
"260400 Carpina";-;-;-;-;18;12;15;8;7;5;6;-;71
"260410 Caruaru";-;7;1;1;4;5;20;12;12;16;16;128;222
"260415 Casinhas";-;-;-;-;18;2;1;-;-;-;-;-;21
"260420 Catende";-;1;-;-;2;6;5;3;-;-;-;-;17
"260430 Cedro";-;-;-;1;-;1;-;-;-;-;-;-;2
"260440 Chã de Alegria";-;-;-;-;15;11;8;14;21;14;6;5;94
"260450 Chã Grande";-;-;1;7;-;10;15;4;4;-;-;-;41
"260460 Condado";-;-;-;-;-;-;1;1;1;-;-;-;3
"260480 Cortês";-;-;-;-;2;1;1;-;-;-;-;-;4
"260490 Cumaru";-;-;1;2;10;8;7;8;3;1;1;-;41
"260500 Cupira";-;-;-;1;2;4;2;5;-;-;1;-;15
"260510 Custódia";-;-;4;1;-;-;-;2;-;-;-;-;7
"260515 Dormentes";1;1;5;-;4;-;1;-;4;8;2;-;26
"260520 Escada";8;2;37;19;130;99;54;57;51;18;36;19;530
"260530 Exu";-;-;3;3;5;1;1;1;1;-;1;-;16
"260540 Feira Nova";-;-;-;1;3;4;11;3;8;2;-;1;33
"260545 Fernando de Noronha";-;2;-;1;7;26;100;109;60;31;23;13;372
"260550 Ferreiros";-;-;-;-;-;-;8;2;1;1;-;-;12
"260560 Flores";-;-;-;-;-;1;-;-;-;-;-;-;1
"260570 Floresta";-;-;-;-;-;-;-;1;1;-;-;1;3
"260580 Frei Miguelinho";-;-;1;-;2;12;15;8;11;12;4;-;65
"260590 Gameleira";-;8;1;26;56;73;56;54;29;11;-;1;315
"260600 Garanhuns";3;-;4;7;18;12;17;16;17;7;13;13;127
"260610 Glória do Goitá";1;-;-;4;18;8;4;1;1;2;-;-;39
"260620 Goiana";-;1;4;20;208;283;122;33;76;39;21;20;827
"260630 Granito";-;-;-;-;-;-;-;-;-;-;4;-;4
"260640 Gravatá";4;8;8;22;140;331;209;137;81;60;29;114;1143
"260650 Iati";-;-;1;-;-;-;-;-;1;-;-;-;2
"260670 Ibirajuba";-;-;-;1;1;-;9;-;-;-;-;-;11
"260680 Igarassu";58;91;146;58;112;54;80;59;24;44;45;81;852
"260690 Iguaracy";-;-;-;-;-;2;1;-;-;-;-;-;3
"260760 Ilha de Itamaracá";1;2;10;12;6;5;-;-;-;-;1;2;39
"260700 Inajá";1;-;-;1;-;-;1;-;-;-;1;-;4
"260710 Ingazeira";-;-;-;-;4;3;3;4;-;5;2;-;21
"260720 Ipojuca";2;2;6;18;33;25;16;5;6;3;8;12;136
"260730 Ipubi";-;-;2;3;4;-;-;-;-;-;1;-;10
"260740 Itacuruba";-;-;-;1;1;-;-;-;-;-;-;-;2
"260750 Itaíba";-;-;-;-;-;-;2;-;-;-;-;-;2
"260765 Itambé";-;-;-;-;-;-;-;2;-;-;-;-;2
"260770 Itapetim";-;-;1;1;-;1;1;-;-;-;-;1;5
"260775 Itapissuma";-;-;-;1;3;-;-;1;-;-;-;-;5
"260780 Itaquitinga";-;-;-;-;3;4;15;6;2;-;-;-;30
"260790 Jaboatão dos Guararapes";44;60;508;845;1428;1782;1425;870;522;218;82;114;7898
"260795 Jaqueira";-;1;1;2;16;9;3;2;1;-;1;-;36
"260800 Jataúba";-;-;-;-;-;-;-;-;1;1;-;-;2
"260805 Jatobá";-;-;-;-;1;-;1;-;-;-;-;-;2
"260810 João Alfredo";-;-;-;9;6;2;8;2;5;1;-;-;33
"260820 Joaquim Nabuco";-;-;-;2;-;1;6;-;-;-;-;-;9
"260825 Jucati";-;-;1;-;-;4;1;-;-;-;-;-;6
"260830 Jupi";-;-;-;-;1;1;2;-;-;-;-;-;4
"260840 Jurema";-;-;2;-;-;1;-;-;-;-;-;1;4
"260850 Lagoa de Itaenga";-;-;-;-;-;1;-;1;-;-;1;-;3
"260845 Lagoa do Carro";-;-;1;12;131;138;84;28;12;3;-;-;409
"260860 Lagoa do Ouro";-;-;-;-;-;5;3;3;6;1;-;-;18
"260870 Lagoa dos Gatos";-;-;7;-;13;7;-;1;-;-;-;-;28
"260875 Lagoa Grande";-;-;-;1;-;-;1;2;-;-;-;-;4
"260880 Lajedo";-;4;4;-;3;2;1;-;2;-;-;-;16
"260890 Limoeiro";2;4;1;21;178;283;271;138;73;26;38;30;1065
"260900 Macaparana";-;-;-;-;1;-;-;2;-;-;-;1;4
"260910 Machados";1;3;5;-;7;20;14;-;-;-;-;1;51
"260915 Manari";-;-;5;5;2;6;2;-;-;-;-;-;20
"260930 Mirandiba";-;1;-;-;1;2;-;-;-;-;-;-;4
"261430 Moreilândia";-;1;-;-;1;1;1;-;-;-;-;-;4
"260940 Moreno";-;-;1;8;29;113;85;56;36;28;8;2;366
"260950 Nazaré da Mata";6;4;3;5;32;112;157;48;109;86;46;50;658
"260960 Olinda";4;8;4;20;49;104;15;19;1;3;3;-;230
"260970 Orobó";1;-;-;-;8;23;35;23;17;12;17;3;139
"260990 Ouricuri";1;-;-;-;1;1;-;1;-;1;-;-;5
"261000 Palmares";1;-;3;-;7;4;29;35;45;88;51;18;281
"261020 Panelas";-;-;-;-;-;4;3;-;1;-;-;-;8
"261030 Paranatama";-;-;-;-;1;1;1;-;-;-;-;-;3
"261040 Parnamirim";-;-;3;1;-;-;-;-;-;-;-;-;4
"261050 Passira";1;2;-;2;2;6;8;5;6;4;-;-;36
"261060 Paudalho";-;-;-;7;117;364;172;47;28;51;16;10;812
"261070 Paulista";50;115;48;43;222;174;81;43;65;90;114;76;1121
"261080 Pedra";2;-;-;4;12;-;-;-;-;-;-;-;18
"261090 Pesqueira";1;-;-;1;-;1;2;-;-;-;-;-;5
"261100 Petrolândia";-;-;-;-;-;-;5;2;-;-;-;-;7
"261110 Petrolina";8;8;23;22;14;11;4;-;5;8;37;82;222
"261120 Poção";-;-;-;-;-;-;1;-;-;-;-;-;1
"261130 Pombos";-;-;-;-;11;7;31;7;7;5;8;5;81
"261140 Primavera";-;-;-;1;11;17;19;-;14;5;10;-;77
"261150 Quipapá";-;-;-;-;-;-;9;2;5;-;4;20;40
"261153 Quixaba";-;-;-;-;-;-;-;-;-;-;1;-;1
"261160 Recife";129;161;258;536;1590;2308;2227;1431;667;388;242;209;10146
"261170 Riacho das Almas";-;-;1;-;6;1;1;-;-;-;-;1;10
"261180 Ribeirão";-;-;-;-;-;1;5;1;2;1;-;-;10
"261190 Rio Formoso";-;-;2;14;35;99;67;12;74;3;3;-;309
"261200 Sairé";-;1;-;1;13;2;8;-;-;-;1;1;27
"261210 Salgadinho";-;-;1;-;1;9;5;8;-;-;2;-;26
"261220 Salgueiro";-;-;2;-;4;2;-;1;2;2;6;4;23
"261230 Saloá";-;1;2;-;-;-;-;-;-;-;-;-;3
"261240 Sanharó";-;-;-;-;-;-;2;-;-;-;-;-;2
"261245 Santa Cruz";-;-;1;-;-;-;-;-;-;-;-;-;1
"261247 Santa Cruz da Baixa Verde";-;-;-;1;1;1;1;-;-;-;-;-;4
"261250 Santa Cruz do Capibaribe";6;1;8;33;25;8;33;6;9;24;11;121;285
"261255 Santa Filomena";-;-;-;-;-;-;-;-;-;-;-;1;1
"261260 Santa Maria da Boa Vista";-;1;-;-;1;3;-;-;-;1;1;-;7
"261280 Santa Terezinha";-;-;-;-;-;-;-;1;-;-;-;2;3
"261290 São Benedito do Sul";-;-;-;-;-;-;3;1;-;2;3;2;11
"261300 São Bento do Una";-;1;2;-;-;1;1;1;-;1;-;-;7
"261310 São Caitano";-;-;1;1;-;-;1;1;-;-;2;7;13
"261330 São Joaquim do Monte";-;-;1;-;-;-;3;-;-;1;-;-;5
"261340 São José da Coroa Grande";-;-;-;-;-;4;2;2;3;-;-;-;11
"261350 São José do Belmonte";2;5;6;4;12;11;14;2;1;1;-;-;58
"261360 São José do Egito";-;1;-;1;-;-;-;-;1;-;-;-;3
"261370 São Lourenço da Mata";14;-;23;9;2;6;-;-;2;-;2;5;63
"261380 São Vicente Ferrer";-;-;-;10;132;125;88;23;37;20;25;12;472
"261390 Serra Talhada";2;-;-;1;4;5;5;7;1;2;2;6;35
"261400 Serrita";-;-;-;-;1;-;-;-;1;-;-;-;2
"261410 Sertânia";-;1;-;1;-;1;-;1;-;-;-;-;4
"261420 Sirinhaém";-;-;1;1;6;14;29;17;10;6;-;3;87
"261440 Solidão";-;-;-;-;1;1;3;-;-;-;-;-;5
"261450 Surubim";1;16;35;14;32;12;31;19;19;10;8;-;197
"261460 Tabira";-;-;-;2;-;-;-;-;-;2;1;-;5
"261485 Tamandaré";-;-;-;2;26;36;13;6;-;1;1;-;85
"261500 Taquaritinga do Norte";-;-;-;2;2;1;-;1;-;-;-;-;6
"261510 Terezinha";-;-;-;1;-;1;-;-;-;-;-;1;3
"261520 Terra Nova";-;-;-;1;-;1;-;-;1;-;-;-;3
"261530 Timbaúba";1;2;2;-;6;9;7;-;6;3;-;1;37
"261540 Toritama";-;-;-;-;-;-;-;1;-;1;-;-;2
"261550 Tracunhaém";-;-;-;12;107;72;50;23;9;-;-;-;273
"261560 Trindade";-;-;-;1;3;2;1;-;1;-;-;1;9
"261570 Triunfo";-;-;-;1;-;-;-;-;-;-;-;-;1
"261580 Tupanatinga";-;-;2;1;2;-;2;1;1;1;2;-;12
"261590 Tuparetama";-;-;-;-;-;-;-;1;-;-;1;-;2
"261600 Venturosa";-;-;1;4;1;7;4;-;-;-;-;-;17
"261610 Verdejante";-;-;-;-;2;1;4;1;-;-;-;-;8
"261618 Vertente do Lério";-;-;-;-;-;-;3;-;-;-;-;-;3
"261620 Vertentes";2;-;1;1;-;-;-;-;1;-;-;-;5
"261630 Vicência";-;-;2;2;12;15;9;6;5;-;2;12;65
"261640 Vitória de Santo Antão";9;28;69;80;166;234;240;103;63;26;20;129;1167
"261650 Xexéu";-;-;-;-;2;2;1;5;12;3;-;-;25
"270010 Água Branca";-;1;-;-;-;-;-;-;-;-;-;-;1
"270020 Anadia";-;-;-;-;-;-;-;1;-;2;2;-;5
"270030 Arapiraca";6;2;4;1;2;6;7;2;11;14;18;14;87
"270040 Atalaia";-;-;-;-;-;-;-;-;6;2;-;1;9
"270050 Barra de Santo Antônio";1;-;1;-;-;-;-;-;-;-;-;-;2
"270060 Barra de São Miguel";1;1;-;-;-;-;2;2;1;2;3;1;13
"270070 Batalha";-;-;-;-;-;1;-;1;1;3;-;-;6
"270100 Boca da Mata";-;-;-;-;-;-;-;1;-;-;-;-;1
"270110 Branquinha";1;-;-;-;-;1;6;10;6;9;7;5;45
"270120 Cacimbinhas";-;-;-;-;-;-;-;1;2;1;6;-;10
"270130 Cajueiro";-;-;-;-;-;-;1;1;12;12;21;-;47
"270135 Campestre";-;-;-;-;-;-;-;-;1;-;-;-;1
"270140 Campo Alegre";-;-;-;-;-;-;-;2;-;-;1;-;3
"270170 Capela";-;-;-;-;-;-;2;1;1;1;1;-;6
"270180 Carneiros";-;-;-;-;-;-;-;-;-;-;2;1;3
"270210 Colônia Leopoldina";-;-;-;4;21;39;35;15;9;38;57;7;225
"270220 Coqueiro Seco";1;-;-;-;-;-;-;-;-;1;-;-;2
"270230 Coruripe";-;-;-;-;1;-;3;2;-;2;2;1;11
"270235 Craíbas";-;-;-;-;-;-;1;5;-;1;-;-;7
"270240 Delmiro Gouveia";1;1;1;1;2;4;16;13;2;1;3;3;48
"270250 Dois Riachos";-;-;-;-;-;-;2;1;-;-;-;-;3
"270255 Estrela de Alagoas";-;-;-;-;-;-;1;1;2;-;-;-;4
"270260 Feira Grande";-;-;1;1;-;1;1;-;-;-;-;-;4
"270270 Feliz Deserto";-;-;-;-;-;-;-;1;-;-;-;-;1
"270280 Flexeiras";-;-;-;-;-;1;5;3;-;2;1;-;12
"270290 Girau do Ponciano";-;-;-;-;-;1;2;1;1;-;-;-;5
"270300 Ibateguara";-;-;-;-;-;2;4;1;-;-;1;-;8
"270320 Igreja Nova";1;-;1;1;2;3;2;1;-;-;-;1;12
"270340 Jacaré dos Homens";-;-;-;-;-;-;2;-;-;-;-;1;3
"270350 Jacuípe";-;-;-;3;3;7;7;-;-;-;-;-;20
"270360 Japaratinga";-;-;-;-;-;5;1;3;-;1;-;-;10
"270380 Joaquim Gomes";-;-;-;-;-;2;8;5;7;7;15;12;56
"270400 Junqueiro";-;-;-;-;-;1;-;1;-;1;-;-;3
"270410 Lagoa da Canoa";-;3;2;-;1;-;-;1;-;-;1;-;8
"270420 Limoeiro de Anadia";1;-;1;1;1;-;4;6;4;1;7;3;29
"270430 Maceió";35;32;30;36;83;317;775;909;911;501;271;254;4154
"270440 Major Isidoro";-;-;-;2;2;1;2;12;3;-;-;3;25
"270450 Maragogi";-;1;1;-;9;10;24;43;26;5;-;-;119
"270460 Maravilha";5;-;-;-;-;-;-;-;-;-;-;-;5
"270470 Marechal Deodoro";-;-;-;-;2;-;1;5;10;16;18;34;86
"270510 Matriz de Camaragibe";-;1;-;-;-;-;3;1;4;2;3;2;16
"270520 Messias";-;-;-;1;2;4;8;2;4;-;4;14;39
"270540 Monteirópolis";-;-;-;-;1;-;-;-;-;-;-;-;1
"270550 Murici";-;-;-;-;-;34;66;31;104;126;74;65;500
"270560 Novo Lino";-;-;-;-;1;-;-;-;-;-;-;-;1
"270590 Olho d'Água Grande";-;-;-;-;-;-;2;1;-;-;-;-;3
"270610 Ouro Branco";-;-;1;-;-;-;-;-;-;-;-;1;2
"270620 Palestina";-;-;1;-;-;-;-;-;-;-;-;-;1
"270630 Palmeira dos Índios";2;-;1;1;1;-;4;8;3;1;2;1;24
"270640 Pão de Açúcar";-;-;-;-;1;-;-;-;-;-;-;-;1
"270644 Paripueira";3;-;1;3;1;2;1;3;3;1;-;-;18
"270660 Paulo Jacinto";-;-;-;-;-;-;-;-;-;-;-;3;3
"270670 Penedo";-;-;1;-;10;66;16;77;12;15;10;8;215
"270680 Piaçabuçu";-;-;-;-;-;-;3;2;-;1;-;-;6
"270690 Pilar";-;1;-;-;1;14;15;36;25;14;5;9;120
"270730 Porto Calvo";-;-;-;-;5;8;4;7;4;1;1;2;32
"270760 Quebrangulo";-;-;-;-;-;-;-;1;-;2;1;12;16
"270770 Rio Largo";1;-;-;-;1;-;13;18;-;1;-;-;34
"270790 Santa Luzia do Norte";-;-;-;-;-;-;-;-;-;2;-;-;2
"270800 Santana do Ipanema";-;-;-;-;-;2;1;-;-;-;-;-;3
"270810 Santana do Mundaú";-;-;-;-;-;-;2;1;-;-;-;1;4
"270830 São José da Laje";-;-;1;3;2;16;7;11;2;2;-;-;44
"270850 São Luís do Quitunde";-;-;1;21;-;2;-;-;-;1;1;-;26
"270860 São Miguel dos Campos";-;-;2;-;-;5;90;95;45;40;40;18;335
"270880 São Sebastião";-;1;-;-;1;-;2;1;2;-;-;-;7
"270890 Satuba";-;-;-;-;-;-;-;2;1;-;-;1;4
"270895 Senador Rui Palmeira";-;1;-;-;1;-;-;-;-;-;-;-;2
"270910 Taquarana";-;-;-;-;-;-;-;-;-;1;-;1;2
"270915 Teotônio Vilela";-;-;-;-;-;-;1;4;2;1;1;-;9
"270920 Traipu";-;-;-;-;-;-;2;1;1;2;-;-;6
"270930 União dos Palmares";1;10;19;21;54;154;253;154;121;101;64;97;1049
"270940 Viçosa";1;-;-;-;-;-;1;37;35;7;2;21;104
"280020 Aquidabã";-;-;-;-;-;2;1;1;-;-;-;1;5
"280030 Aracaju";11;5;6;7;11;17;50;35;36;23;17;21;239
"280040 Arauá";-;1;-;-;-;-;2;7;2;-;1;-;13
"280060 Barra dos Coqueiros";1;-;1;-;-;-;1;1;-;-;-;1;5
"280067 Boquim";-;-;3;7;2;8;4;4;-;1;-;-;29
"280100 Campo do Brito";-;-;-;-;-;1;-;-;-;-;-;-;1
"280120 Canindé de São Francisco";-;1;-;-;-;-;-;1;-;-;-;-;2
"280140 Carira";-;-;-;-;-;-;1;-;-;-;-;-;1
"280150 Carmópolis";-;-;-;-;1;3;-;-;-;-;-;-;4
"280160 Cedro de São João";-;-;-;-;1;-;9;5;1;1;-;-;17
"280190 Cumbe";-;-;-;-;-;3;1;-;-;-;-;-;4
"280210 Estância";-;-;-;-;-;-;1;1;3;-;3;16;24
"280230 Frei Paulo";-;-;1;-;-;-;-;-;-;-;-;-;1
"280260 Gracho Cardoso";-;-;-;-;-;-;-;-;-;-;-;1;1
"280290 Itabaiana";-;-;-;-;-;3;3;1;-;-;-;-;7
"280300 Itabaianinha";1;3;6;3;4;4;28;17;11;2;4;2;85
"280330 Japaratuba";1;-;-;-;1;-;1;-;1;2;1;2;9
"280340 Japoatã";-;-;-;-;-;-;-;-;1;-;-;-;1
"280350 Lagarto";-;1;-;1;-;2;3;11;1;6;1;13;39
"280360 Laranjeiras";-;-;-;1;1;-;1;-;-;-;1;-;4
"280380 Malhada dos Bois";-;-;-;-;-;1;1;7;2;-;-;-;11
"280390 Malhador";1;1;-;1;1;1;-;-;-;-;-;-;5
"280400 Maruim";-;-;-;-;-;-;1;-;-;-;-;-;1
"280410 Moita Bonita";-;-;-;-;-;-;1;-;-;-;-;-;1
"280420 Monte Alegre de Sergipe";-;-;-;-;1;-;-;1;-;-;-;2;4
"280430 Muribeca";-;-;-;-;-;-;-;-;1;-;-;-;1
"280440 Neópolis";1;-;-;-;-;-;-;1;-;1;-;1;4
"280450 Nossa Senhora da Glória";-;-;-;-;-;-;2;1;-;2;28;51;84
"280460 Nossa Senhora das Dores";3;1;1;2;2;2;2;5;2;1;1;-;22
"280480 Nossa Senhora do Socorro";-;-;-;2;5;15;30;19;33;11;5;2;122
"280490 Pacatuba";-;-;-;1;-;-;-;1;-;-;-;-;2
"280500 Pedra Mole";1;-;-;-;-;-;-;-;-;-;-;-;1
"280520 Pinhão";-;-;-;-;1;-;1;1;-;-;-;-;3
"280530 Pirambu";-;-;-;-;1;-;-;-;-;-;-;-;1
"280540 Poço Redondo";1;-;-;-;-;-;-;-;-;-;8;22;31
"280560 Porto da Folha";-;-;-;1;-;-;1;2;2;2;3;1;12
"280570 Propriá";-;-;-;-;-;-;6;4;2;2;3;41;58
"280580 Riachão do Dantas";-;-;-;-;-;-;-;1;-;-;-;82;83
"280600 Ribeirópolis";1;-;-;-;-;-;1;2;-;-;-;-;4
"280620 Salgado";-;-;-;-;-;-;-;-;-;-;-;2;2
"280640 Santana do São Francisco";-;-;-;-;-;-;-;2;-;-;-;-;2
"280660 Santo Amaro das Brotas";-;-;-;-;-;1;-;-;1;-;-;-;2
"280670 São Cristóvão";3;3;2;3;4;5;6;12;8;1;5;2;54
"280710 Simão Dias";-;-;-;-;1;-;-;3;1;2;6;39;52
"280720 Siriri";-;-;-;-;-;-;-;-;-;-;-;1;1
"280750 Tomar do Geru";-;-;-;-;-;-;-;-;-;-;-;1;1
"280760 Umbaúba";-;-;-;1;-;3;2;-;3;-;2;1;12
"290020 Abaré";-;-;-;-;-;-;-;-;-;-;1;-;1
"290030 Acajutiba";-;-;-;-;-;1;-;1;-;-;-;-;2
"290035 Adustina";4;-;-;-;3;-;-;-;1;-;-;-;8
"290060 Aiquara";-;4;3;-;1;-;-;-;-;-;-;-;8
"290070 Alagoinhas";14;12;10;-;14;8;8;5;2;1;3;8;85
"290080 Alcobaça";-;-;-;-;-;-;-;-;-;-;1;1;2
"290100 Amargosa";-;1;-;-;-;2;-;-;-;-;-;-;3
"290115 América Dourada";-;1;4;-;-;1;-;-;-;-;-;-;6
"290130 Andaraí";-;-;-;-;-;-;-;-;-;-;1;-;1
"290135 Andorinha";-;1;1;1;1;1;-;-;-;-;-;-;5
"290140 Angical";1;-;8;17;7;-;6;1;-;-;-;-;40
"290160 Antas";-;-;-;-;1;1;-;-;-;-;-;-;2
"290195 Apuarema";-;-;-;2;-;-;-;1;-;-;-;-;3
"290200 Aracatu";1;-;-;1;1;-;-;-;-;-;-;-;3
"290210 Araci";1;-;-;1;-;-;-;-;2;-;-;4;8
"290240 Aurelino Leal";-;-;-;-;2;-;-;-;-;-;-;-;2
"290250 Baianópolis";-;2;3;39;12;3;7;1;1;-;-;-;68
"290270 Barra";1;-;-;12;22;9;9;5;3;1;1;-;63
"290280 Barra da Estiva";1;-;-;3;-;-;-;-;-;-;-;-;4
"290290 Barra do Choça";3;1;2;4;1;-;-;-;-;-;-;-;11
"290300 Barra do Mendes";7;3;26;132;21;18;3;-;-;-;1;1;212
"290310 Barra do Rocha";-;-;-;-;1;-;-;-;-;1;-;-;2
"290320 Barreiras";532;1811;1900;1354;491;108;43;4;8;-;-;-;6251
"290323 Barro Alto";-;-;-;-;-;-;-;-;-;-;16;12;28
"290330 Barro Preto";-;-;-;-;1;-;-;-;1;-;-;-;2
"290340 Belmonte";-;-;-;-;2;-;-;-;-;1;1;-;4
"290350 Belo Campo";-;-;-;-;-;-;-;-;-;-;-;1;1
"290360 Biritinga";-;-;-;-;-;-;-;-;-;-;1;-;1
"290370 Boa Nova";1;-;1;2;-;-;-;-;-;-;-;-;4
"290390 Bom Jesus da Lapa";2;1;29;93;63;28;15;7;1;1;-;-;240
"290395 Bom Jesus da Serra";-;-;1;-;-;-;-;-;-;-;-;-;1
"290405 Bonito";1;-;-;1;-;-;1;-;-;-;-;-;3
"290410 Boquira";-;-;-;-;11;1;1;-;-;-;-;1;14
"290420 Botuporã";-;-;-;-;8;9;6;2;-;1;-;1;27
"290430 Brejões";2;1;2;3;8;-;-;-;-;-;-;-;16
"290440 Brejolândia";-;-;-;-;-;1;-;1;-;-;-;-;2
"290450 Brotas de Macaúbas";-;-;2;9;17;8;23;1;-;-;2;-;62
"290460 Brumado";1;1;3;-;1;-;-;2;-;-;-;-;8
"290470 Buerarema";-;-;-;2;-;1;1;-;-;-;-;-;4
