"municipio";"populacao"
"430660 Dom Pedrito";39151
"430655 Dom Pedro de Alcântara";2572
"430670 Dona Francisca";3281
"430673 Doutor Maurício Cardoso";5035
"430675 Doutor Ricardo";2028
"430676 Eldorado do Sul";37815
"430680 Encantado";21721
"430690 Encruzilhada do Sul";25412
"430692 Engenho Velho";1326
"430695 Entre Rios do Sul";2988
"430693 Entre-Ijuís";8836
"430697 Erebango";3008
"430700 Erechim";101524
"430705 Ernestina";3159
"430720 Erval Grande";5088
"430730 Erval Seco";7532
"430740 Esmeralda";3255
"430745 Esperança do Sul";3156
"430750 Espumoso";15569
"430755 Estação";6056
"430760 Estância Velha";46365
"430770 Esteio";82768
"430780 Estrela";32521
"430781 Estrela Velha";3682
"430783 Eugênio de Castro";2641
"430786 Fagundes Varela";2676
"430790 Farroupilha";68222
"430800 Faxinal do Soturno";6751
"430805 Faxinalzinho";2485
"430807 Fazenda Vilanova";4110
"430810 Feliz";13028
"430820 Flores da Cunha";29057
"430825 Floriano Peixoto";1930
"430830 Fontoura Xavier";10658
"430840 Formigueiro";6940
"430843 Forquetinha";2478
"430845 Fortaleza dos Valos";4514
"430850 Frederico Westphalen";30270
"430860 Garibaldi";32984
"430865 Garruchos";3134
"430870 Gaurama";5784
"430880 General Câmara";8516
"430885 Gentil";1677
"430890 Getúlio Vargas";16365
"430900 Giruá";16797
"430905 Glorinha";7505
"430910 Gramado";34409
"430912 Gramado dos Loureiros";2212
"430915 Gramado Xavier";4173
"430920 Gravataí";270128
"430925 Guabiju";1574
"430930 Guaíba";97601
"430940 Guaporé";24368
"430950 Guarani das Missões";7952
"430955 Harmonia";4573
"430710 Herval";6861
"430957 Herveiras";3017
"430960 Horizontina";18994
"430965 Hulha Negra";6438
"430970 Humaitá";4906
"430975 Ibarama";4442
"430980 Ibiaçá";4763
"430990 Ibiraiaras";7250
"430995 Ibirapuitã";4087
"431000 Ibirubá";19993
"431010 Igrejinha";34488
"431020 Ijuí";81844
"431030 Ilópolis";4148
"431033 Imbé";20147
"431036 Imigrante";3077
"431040 Independência";6494
"431041 Inhacorá";2277
"431043 Ipê";6362
"431046 Ipiranga do Sul";1942
"431050 Iraí";7800
"431053 Itaara";5284
"431055 Itacurubi";3491
"431057 Itapuca";2260
"431060 Itaqui";38359
"431065 Itati";2540
"431070 Itatiba do Sul";3843
"431075 Ivorá";2072
"431080 Ivoti";22061
"431085 Jaboticaba";4018
"431087 Jacuizinho";2618
"431090 Jacutinga";3643
"431100 Jaguarão";27698
"431110 Jaguari";11330
"431112 Jaquirana";4021
"431113 Jari";3582
"431115 Jóia";8528
"431120 Júlio de Castilhos";19677
"431123 Lagoa Bonita do Sul";2799
"431127 Lagoa dos Três Cantos";1621
"431130 Lagoa Vermelha";27967
"431125 Lagoão";6402
"431140 Lajeado";78276
"431142 Lajeado do Bugre";2549
"431150 Lavras do Sul";7679
"431160 Liberato Salzano";5597
"431162 Lindolfo Collor";5654
"431164 Linha Nova";1683
"431171 Maçambará";4726
"431170 Machadinho";5545
"431173 Mampituba";3028
"431175 Manoel Viana";7254
"431177 Maquiné";6990
"431179 Maratá";2629
"431180 Marau";40239
"431190 Marcelino Ramos";4868
"431198 Mariana Pimentel";3863
"431200 Mariano Moro";2156
"431205 Marques de Souza";4089
"431210 Mata";5057
"431213 Mato Castelhano";2529
"431215 Mato Leitão";4193
"431217 Mato Queimado";1754
"431220 Maximiliano de Almeida";4731
"431225 Minas do Leão";7916
"431230 Miraguaí";5000
"431235 Montauri";1521
"431237 Monte Alegre dos Campos";3193
"431238 Monte Belo do Sul";2645
"431240 Montenegro";62691
"431242 Mormaço";2930
"431244 Morrinhos do Sul";3115
"431245 Morro Redondo";6450
"431247 Morro Reuter";6111
"431250 Mostardas";12565
"431260 Muçum";4918
"431261 Muitos Capões";3100
"431262 Muliterno";1869
"431265 Não-Me-Toque";16867
"431267 Nicolau Vergueiro";1724
"431270 Nonoai";12045
"431275 Nova Alvorada";3415
"431280 Nova Araçá";4383
"431290 Nova Bassano";9419
"431295 Nova Boa Vista";1900
"431300 Nova Bréscia";3285
"431301 Nova Candelária";2759
"431303 Nova Esperança do Sul";5026
"431306 Nova Hartz";19982
"431308 Nova Pádua";2524
"431310 Nova Palma";6490
"431320 Nova Petrópolis";20282
"431330 Nova Prata";25055
"431333 Nova Ramada";2379
"431335 Nova Roma do Sul";3535
"431337 Nova Santa Rita";25896
"431349 Novo Barreiro";4106
"431339 Novo Cabrais";4051
"431340 Novo Hamburgo";245149
"431342 Novo Machado";3703
"431344 Novo Tiradentes";2274
"431346 Novo Xingu";1760
"431350 Osório";43633
"431360 Paim Filho";4108
"431365 Palmares do Sul";11250
"431370 Palmeira das Missões";34268
"431380 Palmitinho";7060
"431390 Panambi";40967
"431395 Pantano Grande";9689
"431400 Paraí";7265
"431402 Paraíso do Sul";7543
"431403 Pareci Novo";3702
"431405 Parobé";54967
"431406 Passa Sete";5449
"431407 Passo do Sobrado";6312
"431410 Passo Fundo";195130
"431413 Paulo Bento";2261
"431415 Paverama";8333
"431417 Pedras Altas";2135
"431420 Pedro Osório";7865
"431430 Pejuçara";3975
"431440 Pelotas";338314
"431442 Picada Café";5443
"431445 Pinhal";2571
"431446 Pinhal da Serra";2071
"431447 Pinhal Grande";4469
"431449 Pinheirinho do Vale";4715
"431450 Pinheiro Machado";12701
"431454 Pinto Bandeira";2814
"431455 Pirapó";2588
"431460 Piratini";20434
"431470 Planalto";10450
"431475 Poço das Antas";2076
"431477 Pontão";3923
"431478 Ponte Preta";1680
"431480 Portão";33949
"431490 Porto Alegre";1458547
"431500 Porto Lucena";5149
"431505 Porto Mauá";2497
"431507 Porto Vera Cruz";1655
"431510 Porto Xavier";10541
"431513 Pouso Novo";1792
"431514 Presidente Lucena";2697
"431515 Progresso";6270
"431517 Protásio Alves";1999
"431520 Putinga";4088
"431530 Quaraí";23138
"431531 Quatro Irmãos";1839
"431532 Quevedos";2776
"431535 Quinze de Novembro";3758
"431540 Redentora";10878
"431545 Relvado";2151
"431550 Restinga Seca";16039
"431555 Rio dos Índios";3275
"431560 Rio Grande";205603
"431570 Rio Pardo";38326
"431575 Riozinho";4523
"431580 Roca Sales";10884
"431590 Rodeio Bonito";5864
"431595 Rolador";2477
"431600 Rolante";20496
"431610 Ronda Alta";10507
"431620 Rondinha";5409
"431630 Roque Gonzales";7128
"431640 Rosário do Sul";40033
"431642 Sagrada Família";2631
"431643 Saldanha Marinho";2805
"431645 Salto do Jacuí";12269
"431647 Salvador das Missões";2728
"431650 Salvador do Sul";7291
"431660 Sananduva";15948
"431710 Sant'Ana do Livramento";81002
"431670 Santa Bárbara do Sul";8575
"431673 Santa Cecília do Sul";1667
"431675 Santa Clara do Sul";6164
"431680 Santa Cruz do Sul";125074
"431697 Santa Margarida do Sul";2472
"431690 Santa Maria";273384
"431695 Santa Maria do Herval";6260
"431720 Santa Rosa";71445
"431725 Santa Tereza";1751
"431730 Santa Vitória do Palmar";30764
"431700 Santana da Boa Vista";8273
"431740 Santiago";49792
"431750 Santo Ângelo";77736
"431760 Santo Antônio da Patrulha";41603
"431770 Santo Antônio das Missões";10880
"431755 Santo Antônio do Palma";2159
"431775 Santo Antônio do Planalto";2024
"431780 Santo Augusto";14091
"431790 Santo Cristo";14490
"431795 Santo Expedito do Sul";2429
"431800 São Borja";61765
"431805 São Domingos do Sul";3025
"431810 São Francisco de Assis";19068
"431820 São Francisco de Paula";21308
"431830 São Gabriel";61869
"431840 São Jerônimo";23326
"431842 São João da Urtiga";4750
"431843 São João do Polêsine";2602
"431844 São Jorge";2870
"431845 São José das Missões";2670
"431846 São José do Herval";2126
"431848 São José do Hortêncio";4456
"431849 São José do Inhacorá";2169
"431850 São José do Norte";26712
"431860 São José do Ouro";6997
"431861 São José do Sul";2246
"431862 São José dos Ausentes";3433
"431870 São Leopoldo";226634
"431880 São Lourenço do Sul";43815
"431890 São Luiz Gonzaga";34462
"431900 São Marcos";20978
"431910 São Martinho";5685
"431912 São Martinho da Serra";3253
"431915 São Miguel das Missões";7618
"431920 São Nicolau";5588
"431930 São Paulo das Missões";6182
"431935 São Pedro da Serra";3568
"431936 São Pedro das Missões";1962
"431937 São Pedro do Butiá";2939
"431940 São Pedro do Sul";16481
"431950 São Sebastião do Caí";24559
"431960 São Sepé";23993
"431970 São Valentim";3526
"431971 São Valentim do Sul";2226
"431973 São Valério do Sul";2713
"431975 São Vendelino";2114
"431980 São Vicente do Sul";8661
"431990 Sapiranga";76718
"432000 Sapucaia do Sul";136948
"432010 Sarandi";22951
"432020 Seberi";10957
"432023 Sede Nova";2999
"432026 Segredo";7296
"432030 Selbach";5062
"432032 Senador Salgado Filho";2831
"432035 Sentinela do Sul";5428
"432040 Serafina Corrêa";15857
"432045 Sério";2164
"432050 Sertão";5977
"432055 Sertão Santana";6199
"432057 Sete de Setembro";2080
"432060 Severiano de Almeida";3804
"432065 Silveira Martins";2440
"432067 Sinimbu";10230
"432070 Sobradinho";14752
"432080 Soledade";30814
"432085 Tabaí";4439
"432090 Tapejara";21627
"432100 Tapera";10629
"432110 Tapes";17117
"432120 Taquara";56469
"432130 Taquari";26733
"432132 Taquaruçu do Sul";3047
"432135 Tavares";5470
"432140 Tenente Portela";13773
"432143 Terra de Areia";10488
"432145 Teutônia";30228
"432146 Tio Hugo";2891
"432147 Tiradentes do Sul";6200
"432149 Toropi";2907
"432150 Torres";36862
"432160 Tramandaí";46554
"432162 Travesseiro";2351
"432163 Três Arroios";2805
"432166 Três Cachoeiras";10705
"432170 Três Coroas";26030
"432180 Três de Maio";24079
"432183 Três Forquilhas";2851
"432185 Três Palmeiras";4382
"432190 Três Passos";24215
"432195 Trindade do Sul";5860
"432200 Triunfo";27750
"432210 Tucunduva";5868
"432215 Tunas";4523
"432218 Tupanci do Sul";1546
"432220 Tupanciretã";23276
"432225 Tupandi";4382
"432230 Tuparendi";8361
"432232 Turuçu";3526
"432234 Ubiretama";2198
"432235 União da Serra";1357
"432237 Unistalda";2429
"432240 Uruguaiana";127558
"432250 Vacaria";64209
"432253 Vale do Sol";11517
"432254 Vale Real";5529
"432252 Vale Verde";3399
"432255 Vanini";2064
"432260 Venâncio Aires";69195
"432270 Vera Cruz";25536
"432280 Veranópolis";24593
"432285 Vespasiano Correa";1926
"432290 Viadutos";5126
"432300 Viamão";249159
"432310 Vicente Dutra";5073
"432320 Victor Graeff";3003
"432330 Vila Flores";3323
"432335 Vila Lângaro";2149
"432340 Vila Maria";4330
"432345 Vila Nova do Sul";4295
"432350 Vista Alegre";2829
"432360 Vista Alegre do Prata";1583
"432370 Vista Gaúcha";2832
"432375 Vitória das Missões";3369
"432377 Westfalia";2923
"432380 Xangri-lá";14339
"500020 Água Clara";14200
"500025 Alcinópolis";4961
"500060 Amambai";37166
"500070 Anastácio";24608
"500080 Anaurilândia";8822
"500085 Angélica";9993
"500090 Antônio João";8626
"500100 Aparecida do Taboado";24068
"500110 Aquidauana";47051
"500124 Aral Moreira";11202
"500150 Bandeirantes";7171
"500190 Bataguassu";21461
"500200 Batayporã";11225
"500210 Bela Vista";24072
"500215 Bodoquena";8069
"500220 Bonito";20863
"500230 Brasilândia";11969
"500240 Caarapó";27996
"500260 Camapuã";13806
"500270 Campo Grande";843517
"500280 Caracol";5773
"500290 Cassilândia";21616
"500295 Chapadão do Sul";21860
"500310 Corguinho";5395
"500315 Coronel Sapucaia";14739
"500320 Corumbá";108203
"500325 Costa Rica";19164
"500330 Coxim";32901
"500345 Deodápolis";12611
"500348 Dois Irmãos do Buriti";10959
"500350 Douradina";5660
"500370 Dourados";209736
"500375 Eldorado";12108
"500380 Fátima do Sul";19286
"500390 Figueirão";3013
"500400 Glória de Dourados";10047
"500410 Guia Lopes da Laguna";10264
"500430 Iguatemi";15564
"500440 Inocência";7727
"500450 Itaporã";23162
"500460 Itaquiraí";19932
"500470 Ivinhema";22949
"500480 Japorã";8425
"500490 Jaraguari";6783
"500500 Jardim";25371
"500510 Jateí";4060
"500515 Juti";6321
"500520 Ladário";21471
"500525 Laguna Carapã";6934
"500540 Maracaju";42206
"500560 Miranda";26940
"500568 Mundo Novo";17808
"500570 Naviraí";50667
"500580 Nioaque";14286
"500600 Nova Alvorada do Sul";19037
"500620 Nova Andradina";49965
"500625 Novo Horizonte do Sul";4490
"500627 Paraíso das Águas";5043
"500630 Paranaíba";41481
"500635 Paranhos";13314
"500640 Pedro Gomes";7953
"500660 Ponta Porã";85201
"500690 Porto Murtinho";16267
"500710 Ribas do Rio Pardo";22796
"500720 Rio Brilhante";34029
"500730 Rio Negro";5020
"500740 Rio Verde de Mato Grosso";19643
"500750 Rochedo";4817
"500755 Santa Rita do Pardo";7598
"500769 São Gabriel do Oeste";24443
"500780 Selvíria";6460
"500770 Sete Quedas";10896
"500790 Sidrolândia";49470
"500793 Sonora";16959
"500795 Tacuru";10916
"500797 Taquarussu";3588
"500800 Terenos";19411
"500830 Três Lagoas";111563
"500840 Vicentina";6067
"510010 Acorizal";5486
"510020 Água Boa";23233
"510025 Alta Floresta";50935
"510030 Alto Araguaia";17324
"510035 Alto Boa Vista";5956
"510040 Alto Garças";11201
"510050 Alto Paraguai";10757
"510060 Alto Taquari";9376
"510080 Apiacás";9359
"510100 Araguaiana";3199
"510120 Araguainha";1048
"510125 Araputanga";16155
"510130 Arenápolis";10149
"510140 Aripuanã";20500
"510160 Barão de Melgaço";8154
"510170 Barra do Bugres";33209
"510180 Barra do Garças";59241
"510185 Bom Jesus do Araguaia";5931
"510190 Brasnorte";17438
"510250 Cáceres";91872
"510260 Campinápolis";15189
"510263 Campo Novo do Parecis";31296
"510267 Campo Verde";36312
"510268 Campos de Júlio";5972
"510269 Canabrava do Norte";4834
"510270 Canarana";20223
"510279 Carlinda";10855
"510285 Castanheira";8544
"510300 Chapada dos Guimarães";20907
"510305 Cláudia";11659
"510310 Cocalinho";5653
"510320 Colíder";32354
"510325 Colniza";31994
"510330 Comodoro";19498
"510335 Confresa";27964
"510336 Conquista D'Oeste";3712
"510337 Cotriguaçu";17238
"510340 Cuiabá";585765
"510343 Curvelândia";5079
"510345 Denise";9035
"510350 Diamantino";21348
"510360 Dom Aquino";8237
"510370 Feliz Natal";12489
"510380 Figueirópolis D'Oeste";3711
"510385 Gaúcha do Norte";6961
"510390 General Carneiro";5350
"510395 Glória D'Oeste";3122
"510410 Guarantã do Norte";34199
"510420 Guiratinga";14971
"510450 Indiavaí";2612
"510452 Ipiranga do Norte";6277
"510454 Itanhangá";5976
"510455 Itaúba";4303
"510460 Itiquira";12449
"510480 Jaciara";26676
"510490 Jangada";8119
"510500 Jauru";9875
"510510 Juara";34162
"510515 Juína";40543
"510517 Juruena";13348
"510520 Juscimeira";11502
"510523 Lambari D'Oeste";5808
"510525 Lucas do Rio Verde";54787
"510530 Luciara";2193
"510558 Marcelândia";11517
"510560 Matupá";15395
"510562 Mirassol d'Oeste";26721
"510590 Nobres";15347
"510600 Nortelândia";6329
"510610 Nossa Senhora do Livramento";13164
"510615 Nova Bandeirantes";13391
"510620 Nova Brasilândia";4334
"510621 Nova Canaã do Norte";12547
"510880 Nova Guarita";4824
"510618 Nova Lacerda";6065
"510885 Nova Marilândia";3129
"510890 Nova Maringá";7562
"510895 Nova Monte Verde";8667
"510622 Nova Mutum";37991
"510617 Nova Nazaré";3423
"510623 Nova Olímpia";18950
"510619 Nova Santa Helena";3623
"510624 Nova Ubiratã";10487
"510625 Nova Xavantina";20676
"510627 Novo Horizonte do Norte";3939
"510626 Novo Mundo";8226
"510631 Novo Santo Antônio";2306
"510628 Novo São Joaquim";5715
"510629 Paranaíta";11063
"510630 Paranatinga";21017
"510637 Pedra Preta";16369
"510642 Peixoto de Azevedo";33107
"510645 Planalto da Serra";2729
"510650 Poconé";32875
"510665 Pontal do Araguaia";6035
"510670 Ponte Branca";1709
"510675 Pontes e Lacerda";43699
"510677 Porto Alegre do Norte";11655
"510680 Porto dos Gaúchos";5476
"510682 Porto Esperidião";11603
"510685 Porto Estrela";3402
"510700 Poxoréo";17323
"510704 Primavera do Leste";57025
"510706 Querência";15124
"510715 Reserva do Cabaçal";2675
"510718 Ribeirão Cascalheira";9571
"510719 Ribeirãozinho";2318
"510720 Rio Branco";5168
"510757 Rondolândia";3824
"510760 Rondonópolis";214131
"510770 Rosário Oeste";17593
"510775 Salto do Céu";3726
"510724 Santa Carmem";4329
"510774 Santa Cruz do Xingu";2212
"510776 Santa Rita do Trivelato";2913
"510777 Santa Terezinha";7916
"510726 Santo Afonso";3097
"510779 Santo Antônio do Leste";4406
"510780 Santo Antônio do Leverger";15837
"510785 São Félix do Araguaia";11269
"510729 São José do Povo";3805
"510730 São José do Rio Claro";18880
"510735 São José do Xingu";5463
"510710 São José dos Quatro Marcos";19213
"510740 São Pedro da Cipa";4451
"510787 Sapezal";21687
"510788 Serra Nova Dourada";1506
"510790 Sinop";127501
"510792 Sorriso";77473
"510794 Tabaporã";9886
"510795 Tangará da Serra";93696
"510800 Tapurah";11951
"510805 Terra Nova do Norte";10652
"510810 Tesouro";3627
"510820 Torixoréu";3926
"510830 União do Sul";3709
"510835 Vale de São Domingos";3134
"510840 Várzea Grande";269643
"510850 Vera";11030
"510550 Vila Bela da Santíssima Trindade";15392
"510860 Vila Rica";23675
"520005 Abadia de Goiás";7814
"520010 Abadiânia";17843
"520013 Acreúna";21407
"520015 Adelândia";2519
"520017 Água Fria de Goiás";5426
"520020 Água Limpa";1960
"520025 Águas Lindas de Goiás";184840
"520030 Alexânia";25777
"520050 Aloândia";2046
"520055 Alto Horizonte";5413
"520060 Alto Paraíso de Goiás";7286
"520080 Alvorada do Norte";8423
"520082 Amaralina";3636
"520085 Americano do Brasil";5839
"520090 Amorinópolis";3426
"520110 Anápolis";361473
"520120 Anhanguera";1088
"520130 Anicuns";21168
"520140 Aparecida de Goiânia";515339
"520145 Aparecida do Rio Doce";2472
"520150 Aporé";4018
"520160 Araçu";3714
"520170 Aragarças";19288
"520180 Aragoiânia";9322
"520215 Araguapaz";7701
"520235 Arenópolis";3010
"520250 Aruanã";8641
"520260 Aurilândia";3452
"520280 Avelinópolis";2459
"520310 Baliza";4391
"520320 Barro Alto";9905
"520330 Bela Vista de Goiás";27273
"520340 Bom Jardim de Goiás";8709
"520350 Bom Jesus de Goiás";22952
"520355 Bonfinópolis";8581
"520357 Bonópolis";3944
"520360 Brazabrantes";3496
"520380 Britânia";5685
"520390 Buriti Alegre";9331
"520393 Buriti de Goiás";2553
"520396 Buritinópolis";3339
"520400 Cabeceiras";7714
"520410 Cachoeira Alta";11525
"520420 Cachoeira de Goiás";1406
"520425 Cachoeira Dourada";8251
"520430 Caçu";14641
"520440 Caiapônia";17899
"520450 Caldas Novas";80487
"520455 Caldazinha";3580
"520460 Campestre de Goiás";3525
"520465 Campinaçu";3689
"520470 Campinorte";11884
"520480 Campo Alegre de Goiás";6808
"520485 Campo Limpo de Goiás";6999
"520490 Campos Belos";19257
"520495 Campos Verdes";3774
"520500 Carmo do Rio Verde";9546
"520505 Castelândia";3582
"520510 Catalão";97480
"520520 Caturaí";4905
"520530 Cavalcante";9628
"520540 Ceres";21578
"520545 Cezarina";8094
"520547 Chapadão do Céu";8495
"520549 Cidade Ocidental";63425
"520551 Cocalzinho de Goiás";18862
"520552 Colinas do Sul";3494
"520570 Córrego do Ouro";2520
"520580 Corumbá de Goiás";10796
"520590 Corumbaíba";8956
"520620 Cristalina";52619
"520630 Cristianópolis";2977
"520640 Crixás";16451
"520650 Cromínia";3559
"520660 Cumari";2944
"520670 Damianópolis";3333
"520680 Damolândia";2837
"520690 Davinópolis";2093
"520710 Diorama";2508
"520830 Divinópolis de Goiás";4887
"520725 Doverlândia";7714
"520735 Edealina";3754
"520740 Edéia";11875
"520750 Estrela do Norte";3333
"520753 Faina";6892
"520760 Fazenda Nova";6076
"520780 Firminópolis";12467
"520790 Flores de Goiás";14184
"520800 Formosa";110764
"520810 Formoso";4646
"520815 Gameleira de Goiás";3469
"520840 Goianápolis";11271
"520850 Goiandira";5468
"520860 Goianésia";64878
"520870 Goiânia";1411171
"520880 Goianira";38998
"520890 Goiás";24035
"520910 Goiatuba";33536
"520915 Gouvelândia";5425
"520920 Guapó";14219
"520929 Guaraíta";2224
"520940 Guarani de Goiás";4136
"520945 Guarinos";2094
"520960 Heitoraí";3675
"520970 Hidrolândia";19508
"520980 Hidrolina";3855
"520990 Iaciara";13234
"520993 Inaciolândia";5978
"520995 Indiara";14691
"521000 Inhumas";50813
"521010 Ipameri";25997
"521015 Ipiranga de Goiás";2893
"521020 Iporá";31703
"521030 Israelândia";2877
"521040 Itaberaí";39111
"521056 Itaguari";4621
"521060 Itaguaru";5410
"521080 Itajá";4877
"521090 Itapaci";20676
"521100 Itapirapuã";6635
"521120 Itapuranga";26225
"521130 Itarumã";6757
"521140 Itauçu";8811
"521150 Itumbiara";99131
"521160 Ivolândia";2553
"521170 Jandaia";6173
"521180 Jaraguá";46185
"521190 Jataí";94670
"521200 Jaupaci";2975
"521205 Jesúpolis";2385
"521210 Joviânia";7310
"521220 Jussara";19039
"521225 Lagoa Santa";1417
"521230 Leopoldo de Bulhões";7633
"521250 Luziânia";191452
"521260 Mairipotaba";2395
"521270 Mambaí";7843
"521280 Mara Rosa";10246
"521290 Marzagão";2166
"521295 Matrinchã";4429
"521300 Maurilândia";12786
"521305 Mimoso de Goiás";2677
"521308 Minaçu";30520
"521310 Mineiros";59698
"521340 Moiporá";1672
"521350 Monte Alegre de Goiás";8201
"521370 Montes Claros de Goiás";8095
"521375 Montividiu";11941
"521377 Montividiu do Norte";4323
"521380 Morrinhos";43979
"521385 Morro Agudo de Goiás";2331
"521390 Mossâmedes";4730
"521400 Mozarlândia";14551
"521405 Mundo Novo";5801
"521410 Mutunópolis";3855
"521440 Nazário";8523
"521450 Nerópolis";26991
"521460 Niquelândia";44592
"521470 Nova América";2323
"521480 Nova Aurora";2151
"521483 Nova Crixás";12469
"521486 Nova Glória";8439
"521487 Nova Iguaçu de Goiás";2900
"521490 Nova Roma";3412
"521500 Nova Veneza";9001
"521520 Novo Brasil";3281
"521523 Novo Gama";105257
"521525 Novo Planalto";4238
"521530 Orizona";15033
"521540 Ouro Verde de Goiás";3942
"521550 Ouvidor";6061
"521560 Padre Bernardo";30713
"521565 Palestina de Goiás";3446
"521570 Palmeiras de Goiás";26054
"521580 Palmelo";2379
"521590 Palminópolis";3604
"521600 Panamá";2677
"521630 Paranaiguara";9621
"521640 Paraúna";11040
"521645 Perolândia";3060
"521680 Petrolina de Goiás";10382
"521690 Pilar de Goiás";2567
"521710 Piracanjuba";24367
"521720 Piranhas";10981
"521730 Pirenópolis";24091
"521740 Pires do Rio";30259
"521760 Planaltina";86127
"521770 Pontalina";17604
"521800 Porangatu";44142
"521805 Porteirão";3620
"521810 Portelândia";3954
"521830 Posse";34206
"521839 Professor Jamil";3352
"521850 Quirinópolis";46728
"521860 Rialma";10805
"521870 Rianápolis";4717
"521878 Rio Quente";3869
"521880 Rio Verde";204818
"521890 Rubiataba";19537
"521900 Sanclerlândia";7668
"521910 Santa Bárbara de Goiás";6167
"521920 Santa Cruz de Goiás";3042
"521925 Santa Fé de Goiás";5123
"521930 Santa Helena de Goiás";37808
"521935 Santa Isabel";3778
"521940 Santa Rita do Araguaia";7817
"521945 Santa Rita do Novo Destino";3281
"521950 Santa Rosa de Goiás";2686
"521960 Santa Tereza de Goiás";3747
"521970 Santa Terezinha de Goiás";9707
"521971 Santo Antônio da Barra";4646
"521973 Santo Antônio de Goiás";5461
"521975 Santo Antônio do Descoberto";69030
"521980 São Domingos";12191
"521990 São Francisco de Goiás";6239
"522000 São João d'Aliança";11926
"522005 São João da Paraúna";1566
"522010 São Luís de Montes Belos";32032
"522015 São Luíz do Norte";4910
"522020 São Miguel do Araguaia";22373
"522026 São Miguel do Passa Quatro";3930
"522028 São Patrício";2033
"522040 São Simão";18857
"522045 Senador Canedo";99183
"522050 Serranópolis";8034
"522060 Silvânia";20071
"522068 Simolândia";6725
"522070 Sítio d'Abadia";2949
"522100 Taquaral de Goiás";3564
"522108 Teresina de Goiás";3245
"522119 Terezópolis de Goiás";7293
"522130 Três Ranchos";2857
"522140 Trindade";115929
"522145 Trombas";3508
"522150 Turvânia";4774
"522155 Turvelândia";4839
"522157 Uirapuru";2930
"522160 Uruaçu";38924
"522170 Uruana";13970
"522180 Urutaí";3099
"522185 Valparaíso de Goiás";149214
"522190 Varjão";3771
"522200 Vianópolis";13264
"522205 Vicentinópolis";8064
"522220 Vila Boa";5428
"522230 Vila Propício";5500
"530010 Brasília";2808040

