"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"260880 Lajedo";-;1;1;-;-;-;1;-;-;-;-;-;3
"260890 Limoeiro";4;2;3;2;2;1;1;-;3;2;1;5;26
"260900 Macaparana";-;2;1;-;-;-;-;-;-;-;-;-;3
"260910 Machados";-;-;-;-;1;4;1;-;-;-;-;-;6
"260920 Maraial";2;-;1;-;4;1;3;-;-;-;-;-;11
"260930 Mirandiba";-;-;-;5;4;6;-;-;-;-;-;-;15
"261430 Moreilândia";1;-;1;3;2;3;-;1;-;1;1;-;13
"260940 Moreno";11;6;12;1;-;6;16;14;3;1;-;1;71
"260950 Nazaré da Mata";-;10;8;4;5;4;4;9;-;5;3;3;55
"260960 Olinda";28;8;11;8;5;26;38;38;19;18;15;4;218
"260970 Orobó";-;-;1;-;-;2;1;2;-;-;-;-;6
"260980 Orocó";-;-;-;1;-;6;5;4;1;-;-;-;17
"260990 Ouricuri";1;2;3;9;8;7;1;2;-;1;4;1;39
"261000 Palmares";9;11;14;3;-;-;-;-;-;1;-;-;38
"261010 Palmeirina";-;-;-;18;12;4;-;-;-;-;-;-;34
"261020 Panelas";-;5;15;34;7;1;-;-;-;-;-;-;62
"261030 Paranatama";-;-;-;1;2;2;2;-;1;-;-;-;8
"261040 Parnamirim";-;-;1;-;26;10;1;-;-;-;-;-;38
"261050 Passira";-;-;-;-;1;-;4;2;-;-;-;-;7
"261060 Paudalho";-;2;3;-;1;1;-;-;1;-;-;-;8
"261070 Paulista";28;12;8;7;21;186;364;316;288;198;47;2;1477
"261080 Pedra";-;1;4;17;7;2;1;1;1;-;1;-;35
"261090 Pesqueira";9;15;43;18;26;7;6;2;2;2;2;-;132
"261100 Petrolândia";1;-;-;-;-;-;-;1;-;-;-;-;2
"261110 Petrolina";20;61;90;259;1147;762;218;61;33;15;16;14;2696
"261120 Poção";-;-;-;-;-;-;-;-;-;-;1;-;1
"261130 Pombos";-;-;-;2;-;-;2;-;-;-;-;-;4
"261140 Primavera";-;-;-;-;-;-;3;-;-;-;-;-;3
"261150 Quipapá";-;-;-;1;29;19;3;-;-;-;-;-;52
"261153 Quixaba";-;-;1;9;4;2;2;-;-;-;-;-;18
"261160 Recife";201;125;161;54;45;281;507;341;387;193;187;145;2627
"261190 Rio Formoso";9;20;-;4;-;8;3;2;1;6;-;1;54
"261200 Sairé";-;-;-;-;2;-;-;2;-;-;-;-;4
"261210 Salgadinho";-;-;-;2;-;2;-;-;-;-;-;-;4
"261220 Salgueiro";-;20;116;263;316;146;33;10;-;3;1;4;912
"261230 Saloá";-;-;1;1;-;-;-;-;-;-;-;-;2
"261240 Sanharó";-;1;1;13;13;-;-;-;-;-;-;-;28
"261245 Santa Cruz";-;1;1;3;4;1;3;-;-;-;-;1;14
"261250 Santa Cruz do Capibaribe";3;2;8;5;12;14;12;8;3;8;-;-;75
"261255 Santa Filomena";-;-;2;-;1;-;-;-;-;1;-;-;4
"261260 Santa Maria da Boa Vista";-;-;2;-;12;29;8;-;-;-;-;-;51
"261270 Santa Maria do Cambucá";-;-;-;-;-;-;1;-;-;-;-;-;1
"261280 Santa Terezinha";-;2;1;4;2;1;1;-;-;-;-;-;11
"261290 São Benedito do Sul";-;1;-;-;-;-;-;-;-;-;-;-;1
"261300 São Bento do Una";1;-;-;1;1;2;-;-;-;-;-;4;9
"261310 São Caitano";-;-;-;2;6;4;5;-;-;-;-;-;17
"261320 São João";-;2;1;8;4;10;11;1;-;-;-;-;37
"261330 São Joaquim do Monte";-;-;-;-;-;-;1;-;-;-;-;-;1
"261350 São José do Belmonte";-;-;2;-;2;1;2;-;-;-;-;-;7
"261360 São José do Egito";-;2;1;2;8;7;3;-;2;1;1;-;27
"261370 São Lourenço da Mata";27;37;20;10;-;3;11;11;18;44;36;22;239
"261380 São Vicente Ferrer";-;-;-;1;-;-;-;2;-;-;-;-;3
"261390 Serra Talhada";-;1;1;1;4;5;1;-;-;2;3;1;19
"261400 Serrita";1;1;3;21;18;6;2;-;-;-;2;-;54
"261410 Sertânia";1;-;-;-;-;5;2;1;2;1;-;1;13
"261420 Sirinhaém";7;20;-;-;-;-;-;4;1;-;-;-;32
"261450 Surubim";1;8;16;18;24;9;7;-;6;1;3;2;95
"261470 Tacaimbó";-;-;-;-;-;1;1;-;-;-;-;-;2
"261510 Terezinha";-;-;-;3;4;1;-;-;-;-;-;-;8
"261520 Terra Nova";-;-;4;2;7;7;4;-;1;-;-;-;25
"261530 Timbaúba";-;1;2;2;1;2;-;4;2;5;1;-;20
"261540 Toritama";-;-;2;1;-;-;-;-;-;-;-;-;3
"261560 Trindade";-;3;9;-;-;-;3;6;5;10;7;2;45
"261570 Triunfo";-;1;39;16;3;-;-;-;-;-;-;-;59
"261580 Tupanatinga";-;-;-;-;-;24;14;9;2;3;5;-;57
"261590 Tuparetama";-;7;-;-;-;-;-;-;-;-;-;-;7
"261600 Venturosa";-;1;-;-;-;-;-;-;1;-;-;-;2
"261610 Verdejante";-;-;-;2;1;6;4;-;-;-;-;-;13
"261618 Vertente do Lério";1;-;-;5;6;5;3;-;-;-;-;1;21
"261620 Vertentes";-;-;-;-;1;5;4;-;-;-;-;-;10
"261640 Vitória de Santo Antão";4;6;8;3;1;1;2;2;4;6;19;20;76
"270010 Água Branca";-;-;-;-;-;-;-;2;-;-;-;-;2
"270020 Anadia";-;-;-;-;-;-;-;2;-;-;-;-;2
"270030 Arapiraca";31;16;15;15;15;14;9;7;4;9;3;8;146
"270040 Atalaia";1;-;-;-;-;-;-;-;-;-;-;-;1
"270060 Barra de São Miguel";-;-;-;-;1;-;-;-;-;-;-;-;1
"270080 Belém";-;-;-;-;7;-;-;-;-;-;-;-;7
"270140 Campo Alegre";1;2;-;1;1;1;-;-;-;-;-;-;6
"270160 Canapi";3;4;1;10;6;1;-;-;-;-;-;-;25
"270170 Capela";-;1;-;-;-;-;-;-;1;-;-;-;2
"270190 Chã Preta";-;4;3;21;-;-;-;-;-;-;-;-;28
"270200 Coité do Nóia";-;1;2;1;-;-;-;-;-;-;-;-;4
"270230 Coruripe";-;-;1;1;-;-;-;-;-;-;-;-;2
"270235 Craíbas";-;1;1;1;9;2;3;-;-;1;-;-;18
"270240 Delmiro Gouveia";-;4;2;5;11;59;78;29;18;12;2;5;225
"270260 Feira Grande";1;3;-;3;11;19;7;-;-;-;-;-;44
"270270 Feliz Deserto";-;1;-;-;-;-;-;-;-;-;-;-;1
"270280 Flexeiras";-;-;-;-;1;-;-;-;-;-;-;-;1
"270290 Girau do Ponciano";-;-;-;-;2;2;-;-;-;-;-;-;4
"270300 Ibateguara";-;1;5;19;14;22;2;-;-;-;-;-;63
"270310 Igaci";-;-;-;1;3;2;-;-;-;-;-;-;6
"270320 Igreja Nova";-;-;-;-;-;2;1;1;-;-;-;-;4
"270330 Inhapi";4;-;-;-;-;1;1;1;-;-;-;-;7
"270340 Jacaré dos Homens";-;-;-;-;-;1;4;-;-;-;-;-;5
"270350 Jacuípe";2;1;-;1;-;-;-;-;-;-;-;-;4
"270370 Jaramataia";-;3;-;2;-;-;-;-;2;-;-;-;7
"270375 Jequiá da Praia";-;-;-;-;-;1;-;-;-;-;-;-;1
"270380 Joaquim Gomes";-;-;2;2;1;-;-;-;-;-;-;-;5
"270400 Junqueiro";1;1;-;1;1;4;6;2;-;1;-;-;17
"270410 Lagoa da Canoa";-;1;-;1;1;2;-;-;-;-;-;1;6
"270420 Limoeiro de Anadia";-;-;-;-;1;-;-;-;-;-;-;-;1
"270430 Maceió";78;63;68;73;81;82;148;101;81;90;58;73;996
"270440 Major Isidoro";-;-;-;2;4;6;3;-;-;2;1;-;18
"270490 Mar Vermelho";-;-;-;-;-;11;1;-;-;-;-;-;12
"270450 Maragogi";4;11;10;29;17;14;1;2;2;1;6;-;97
"270460 Maravilha";-;-;-;8;4;-;-;-;-;-;-;-;12
"270470 Marechal Deodoro";-;-;-;-;2;-;1;-;-;-;-;-;3
"270500 Mata Grande";-;-;1;-;-;-;1;-;2;1;-;1;6
"270520 Messias";-;1;1;1;7;11;20;4;2;1;1;-;49
"270560 Novo Lino";-;-;-;-;4;1;-;-;-;-;-;-;5
"270570 Olho d'Água das Flores";1;-;-;-;1;1;-;-;-;-;-;-;3
"270580 Olho d'Água do Casado";-;-;-;-;-;-;-;1;-;-;-;-;1
"270590 Olho d'Água Grande";-;-;-;-;-;1;-;-;-;-;-;-;1
"270610 Ouro Branco";-;-;-;5;1;1;1;-;-;-;-;-;8
"270630 Palmeira dos Índios";3;1;-;19;9;17;4;-;3;1;2;3;62
"270640 Pão de Açúcar";-;-;1;-;3;4;-;-;-;-;-;1;9
"270642 Pariconha";-;-;-;-;-;1;-;-;-;-;-;-;1
"270644 Paripueira";-;-;1;5;1;-;-;1;1;2;2;1;14
"270660 Paulo Jacinto";13;4;1;12;10;3;3;3;-;-;-;-;49
"270670 Penedo";-;1;-;-;2;3;4;2;-;1;-;1;14
"270680 Piaçabuçu";-;-;-;-;-;2;2;4;3;1;-;2;14
"270690 Pilar";3;7;6;7;17;3;9;2;1;-;1;-;56
"270700 Pindoba";-;-;-;-;-;-;-;2;3;-;-;-;5
"270710 Piranhas";-;-;-;-;1;-;-;-;-;-;-;-;1
"270720 Poço das Trincheiras";-;-;-;3;9;3;3;3;1;-;-;-;22
"270730 Porto Calvo";1;-;-;7;11;13;4;-;-;-;-;-;36
"270740 Porto de Pedras";-;-;-;-;1;-;-;-;-;-;-;-;1
"270760 Quebrangulo";-;1;-;5;-;11;12;2;-;1;-;-;32
"270770 Rio Largo";3;7;5;2;1;-;1;1;1;1;1;1;24
"270790 Santa Luzia do Norte";1;1;2;-;1;-;-;-;-;-;-;-;5
"270800 Santana do Ipanema";-;1;-;-;-;1;-;-;-;-;2;-;4
"270810 Santana do Mundaú";-;-;-;-;-;-;1;-;-;-;-;-;1
"270830 São José da Laje";-;-;-;2;2;-;-;1;1;-;-;-;6
"270840 São José da Tapera";-;-;-;-;1;4;1;-;-;-;-;1;7
"270850 São Luís do Quitunde";1;-;1;2;1;1;-;-;-;-;-;-;6
"270860 São Miguel dos Campos";-;1;-;-;11;6;7;-;-;-;-;-;25
"270880 São Sebastião";1;-;-;1;1;2;5;5;3;2;2;-;22
"270890 Satuba";-;-;-;-;1;-;-;-;1;-;-;-;2
"270895 Senador Rui Palmeira";-;2;-;4;1;3;3;1;-;-;-;-;14
"270900 Tanque d'Arca";1;1;-;-;1;-;-;-;-;-;-;-;3
"270910 Taquarana";-;-;-;-;1;-;-;-;-;-;-;-;1
"270915 Teotônio Vilela";-;-;1;-;-;-;1;-;-;-;-;-;2
"270920 Traipu";1;-;-;-;2;-;-;-;-;-;-;-;3
"270930 União dos Palmares";-;-;-;3;3;1;-;-;1;-;-;2;10
"270940 Viçosa";32;15;20;21;13;8;5;4;-;-;-;1;119
"280020 Aquidabã";-;-;-;-;-;-;-;1;-;1;3;1;6
"280030 Aracaju";27;21;17;21;49;262;307;169;94;57;26;26;1076
"280040 Arauá";-;-;-;-;-;-;-;1;1;-;-;-;2
"280060 Barra dos Coqueiros";-;-;-;-;1;3;9;5;3;1;1;1;24
"280067 Boquim";-;-;-;-;-;-;1;-;-;-;-;-;1
"280100 Campo do Brito";-;-;-;-;-;-;-;1;1;-;-;-;2
"280120 Canindé de São Francisco";-;-;-;-;-;-;-;-;3;-;-;-;3
"280130 Capela";-;-;-;-;-;-;1;-;-;-;-;-;1
"280140 Carira";-;-;-;5;15;8;1;2;-;-;-;-;31
"280150 Carmópolis";-;-;-;-;1;-;5;4;2;-;-;1;13
"280160 Cedro de São João";-;-;-;-;-;1;1;-;-;-;-;-;2
"280170 Cristinápolis";-;-;-;1;-;2;-;-;-;-;-;-;3
"280210 Estância";3;2;5;5;15;29;7;1;2;1;-;-;70
"280240 Gararu";-;-;-;-;-;-;1;2;-;1;-;-;4
"280280 Indiaroba";-;-;-;-;-;-;-;1;-;-;-;-;1
"280290 Itabaiana";1;-;-;3;1;-;-;-;-;-;-;1;6
"280300 Itabaianinha";-;-;1;1;-;2;5;5;3;1;2;2;22
"280320 Itaporanga d'Ajuda";-;-;-;-;2;4;1;-;-;-;-;-;7
"280330 Japaratuba";-;-;-;3;4;2;-;-;-;1;1;1;12
"280340 Japoatã";-;2;-;-;-;-;-;-;-;1;-;-;3
"280350 Lagarto";8;6;8;10;14;4;7;10;-;2;1;-;70
"280360 Laranjeiras";-;-;-;-;-;1;7;-;-;1;-;-;9
"280390 Malhador";-;-;-;-;1;3;1;1;1;-;2;2;11
"280400 Maruim";-;-;-;-;-;-;-;1;-;-;-;-;1
"280410 Moita Bonita";-;-;-;-;-;-;1;-;-;-;-;-;1
"280420 Monte Alegre de Sergipe";1;1;1;1;1;2;1;1;-;-;-;-;9
"280430 Muribeca";-;-;-;-;-;1;-;-;-;2;-;-;3
"280440 Neópolis";-;-;-;-;1;-;-;-;-;3;-;-;4
"280450 Nossa Senhora da Glória";2;2;3;-;1;-;1;2;5;-;-;-;16
"280460 Nossa Senhora das Dores";-;-;1;-;1;-;1;-;-;4;1;-;8
"280480 Nossa Senhora do Socorro";2;2;11;1;3;13;44;52;34;13;4;4;183
"280520 Pinhão";-;-;-;4;3;-;1;-;-;-;-;-;8
"280530 Pirambu";-;-;-;2;-;-;1;-;-;-;-;-;3
"280540 Poço Redondo";-;-;-;-;-;-;1;1;-;-;-;-;2
"280560 Porto da Folha";-;-;-;-;-;-;-;1;4;4;3;-;12
"280570 Propriá";-;-;-;-;-;-;-;-;2;1;-;-;3
"280600 Ribeirópolis";-;-;-;-;-;-;-;2;1;1;-;-;4
"280610 Rosário do Catete";-;-;-;-;-;-;1;1;-;-;-;-;2
"280620 Salgado";-;-;-;-;1;-;-;-;-;-;-;-;1
"280630 Santa Luzia do Itanhy";-;-;1;-;3;4;-;-;-;-;-;-;8
"280650 Santa Rosa de Lima";-;-;-;-;-;-;7;3;-;1;-;1;12
"280660 Santo Amaro das Brotas";-;-;-;-;-;-;-;-;1;-;-;-;1
"280670 São Cristóvão";-;-;-;1;1;18;25;34;7;2;3;3;94
"280690 São Francisco";-;-;1;-;-;-;-;-;-;-;-;-;1
"280710 Simão Dias";1;-;10;8;2;5;6;2;2;-;-;-;36
"280740 Tobias Barreto";-;1;2;4;26;21;6;4;1;8;-;-;73
"280750 Tomar do Geru";-;-;-;-;-;-;-;1;-;-;-;-;1
"280760 Umbaúba";-;-;-;-;-;1;-;-;-;2;-;-;3
"290020 Abaré";-;-;1;12;91;185;21;-;-;-;-;-;310
"290030 Acajutiba";-;8;1;4;9;7;7;1;2;1;-;-;40
"290035 Adustina";2;2;3;11;3;3;1;-;-;-;-;-;25
"290040 Água Fria";2;-;-;18;39;27;5;8;-;-;-;-;99
"290060 Aiquara";2;-;1;1;3;3;2;-;-;-;-;-;12
"290070 Alagoinhas";18;24;13;101;222;357;368;99;23;11;13;12;1261
"290080 Alcobaça";-;-;6;11;10;7;1;-;-;-;-;-;35
"290090 Almadina";-;-;13;19;8;6;-;-;1;-;-;-;47
"290100 Amargosa";6;55;204;244;91;20;2;-;1;-;-;-;623
"290110 Amélia Rodrigues";-;-;-;5;7;3;3;5;9;-;-;-;32
"290115 América Dourada";1;-;-;5;18;8;1;-;-;-;-;-;33
"290120 Anagé";-;-;-;10;12;1;-;-;1;-;-;1;25
"290130 Andaraí";4;45;16;10;10;18;1;-;-;-;-;-;104
"290135 Andorinha";-;-;3;6;12;14;7;4;1;1;1;-;49
"290140 Angical";-;-;-;-;-;5;3;1;-;-;-;2;11
"290150 Anguera";-;-;1;1;19;36;9;-;5;-;-;1;72
"290160 Antas";12;3;22;5;6;3;2;3;-;-;-;1;57
"290170 Antônio Cardoso";-;-;2;7;5;2;5;-;-;-;3;-;24
"290180 Antônio Gonçalves";-;-;4;4;4;11;8;4;1;2;2;1;41
"290190 Aporá";-;-;1;-;10;-;-;-;-;-;-;-;11
"290195 Apuarema";-;-;2;14;22;10;8;2;1;3;-;-;62
"290205 Araças";1;-;1;1;-;5;2;-;-;-;2;1;13
"290200 Aracatu";-;-;1;8;14;6;9;1;2;1;2;8;52
"290210 Araci";7;31;50;28;38;36;29;-;1;15;1;-;236
"290230 Aratuípe";-;-;-;1;-;-;-;-;-;-;-;-;1
"290240 Aurelino Leal";-;-;-;10;2;4;2;2;-;-;-;-;20
"290250 Baianópolis";1;2;1;1;1;1;6;2;1;-;-;1;17
"290260 Baixa Grande";-;2;9;8;35;21;2;1;1;-;-;-;79
"290265 Banzaê";-;-;-;-;-;1;-;-;-;-;-;-;1
"290270 Barra";2;-;3;3;3;8;2;-;3;-;2;1;27
"290280 Barra da Estiva";-;-;-;8;5;5;4;1;2;5;2;-;32
"290290 Barra do Choça";-;-;2;7;4;5;8;-;4;1;1;-;32
"290300 Barra do Mendes";-;-;3;7;55;27;3;-;1;1;-;-;97
"290310 Barra do Rocha";-;1;72;196;99;21;6;1;1;-;-;1;398
"290320 Barreiras";47;93;101;65;129;119;86;21;16;10;9;32;728
"290323 Barro Alto";2;-;20;46;34;23;1;-;-;-;-;-;126
"290330 Barro Preto";-;-;-;28;9;14;-;-;-;-;-;-;51
"290327 Barrocas";4;1;16;31;167;150;70;5;-;-;-;-;444
"290340 Belmonte";3;-;-;2;3;-;1;-;-;-;-;-;9
"290350 Belo Campo";-;1;2;2;1;-;2;-;-;-;-;1;9
"290360 Biritinga";1;13;70;157;148;49;6;-;-;-;-;-;444
"290370 Boa Nova";-;-;1;48;65;9;9;3;3;1;20;11;170
"290380 Boa Vista do Tupim";-;-;44;40;21;3;-;-;-;-;-;-;108
"290390 Bom Jesus da Lapa";1;2;4;7;42;53;29;10;12;-;-;-;160
"290395 Bom Jesus da Serra";4;3;-;6;2;5;2;-;-;-;-;-;22
"290400 Boninal";-;-;-;-;3;4;4;-;-;1;-;-;12
"290405 Bonito";-;3;2;2;10;5;2;-;-;-;2;-;26
"290410 Boquira";1;-;9;245;119;10;7;-;-;1;-;-;392
"290420 Botuporã";1;5;23;4;-;-;-;1;-;-;-;-;34
"290430 Brejões";-;2;8;47;72;61;17;5;7;2;1;5;227
"290440 Brejolândia";-;-;-;-;-;23;18;2;-;-;-;-;43
"290450 Brotas de Macaúbas";5;3;-;9;-;3;1;5;-;-;-;2;28
"290460 Brumado";5;7;46;285;496;224;75;10;7;1;2;-;1158
"290470 Buerarema";1;6;4;8;10;5;2;-;-;-;1;1;38
"290480 Caatiba";-;-;15;22;15;6;1;2;-;-;-;-;61
"290485 Cabaceiras do Paraguaçu";-;-;-;12;51;32;6;-;-;-;-;-;101
"290490 Cachoeira";-;-;6;31;58;27;1;-;1;-;-;1;125
"290500 Caculé";18;54;126;54;17;3;-;2;1;-;-;1;276
"290510 Caém";-;-;4;3;2;1;-;-;-;-;-;-;10
"290515 Caetanos";1;-;7;29;33;11;5;-;1;-;-;-;87
"290520 Caetité";1;6;39;121;114;50;38;4;4;-;-;-;377
"290530 Cafarnaum";3;-;-;-;2;4;1;3;1;1;1;-;16
"290540 Cairu";2;15;41;22;4;-;-;-;-;-;-;-;84
"290550 Caldeirão Grande";2;2;2;3;16;8;-;1;1;-;-;-;35
"290560 Camacan";2;4;12;31;43;20;13;3;-;-;-;1;129
"290570 Camaçari";53;40;186;134;123;118;62;48;34;25;12;8;843
"290580 Camamu";1;3;17;13;33;1;-;-;-;-;-;-;68
"290590 Campo Alegre de Lourdes";-;1;-;1;-;-;-;-;1;-;-;-;3
"290600 Campo Formoso";2;1;26;66;94;60;18;1;3;3;1;-;275
"290610 Canápolis";1;1;-;6;18;21;5;3;-;-;-;-;55
"290620 Canarana";2;2;2;68;46;49;10;2;-;1;5;-;187
"290630 Canavieiras";-;23;40;29;7;1;5;-;-;-;-;-;105
"290640 Candeal";-;4;-;4;6;2;-;-;-;-;-;-;16
"290650 Candeias";1;10;24;31;55;74;29;2;3;-;-;-;229
"290660 Candiba";-;1;-;2;5;5;5;-;1;-;-;-;19
"290670 Cândido Sales";46;141;64;75;28;11;-;3;1;1;1;6;377
"290680 Cansanção";-;1;8;29;54;15;11;3;-;3;-;-;124
"290685 Capela do Alto Alegre";-;-;-;-;3;2;1;1;1;-;2;-;10
"290687 Capim Grosso";21;52;93;45;78;53;-;-;-;-;-;1;343
"290689 Caraíbas";-;-;-;2;-;1;-;-;-;-;-;-;3
"290690 Caravelas";2;2;22;8;44;6;-;-;1;-;-;-;85
"290700 Cardeal da Silva";-;-;1;-;-;-;4;2;5;1;-;-;13
"290710 Carinhanha";1;1;2;19;29;19;13;1;2;5;-;-;92
"290720 Casa Nova";-;-;4;57;94;97;35;3;-;1;4;-;295
"290730 Castro Alves";1;15;2;5;10;5;2;-;-;1;2;-;43
"290750 Catu";7;3;7;19;41;44;21;11;2;1;3;2;161
"290755 Caturama";-;-;1;1;2;1;-;-;-;1;5;5;16
"290760 Central";2;-;-;2;23;43;8;3;1;-;1;4;87
"290770 Chorrochó";-;-;-;-;2;8;5;-;-;-;-;-;15
"290780 Cícero Dantas";3;4;4;6;3;24;5;10;11;1;-;-;71
"290790 Cipó";-;-;-;4;27;9;4;1;2;-;-;-;47
"290800 Coaraci";-;-;23;6;10;11;2;1;-;-;-;-;53
"290820 Conceição da Feira";14;33;95;305;83;25;2;-;-;-;-;-;557
"290830 Conceição do Almeida";1;3;3;8;23;41;12;10;-;-;-;-;101
"290840 Conceição do Coité";-;-;34;213;221;55;141;2;5;2;1;1;675
"290850 Conceição do Jacuípe";-;2;24;128;200;151;55;13;2;6;3;-;584
"290860 Conde";-;1;1;3;13;12;5;-;-;1;-;-;36
"290870 Condeúba";7;19;86;79;39;5;4;1;-;-;-;-;240
"290880 Contendas do Sincorá";-;-;4;9;26;59;20;6;1;-;-;-;125
"290890 Coração de Maria";3;6;16;88;105;47;21;6;3;1;1;-;297
"290900 Cordeiros";-;-;1;-;1;-;-;-;-;-;-;-;2
"290910 Coribe";-;20;63;30;17;7;6;2;-;-;-;3;148
"290920 Coronel João Sá";2;1;3;-;2;3;2;16;6;16;20;15;86
"290930 Correntina";9;31;46;133;56;30;5;3;-;3;1;3;320
"290940 Cotegipe";-;-;-;1;9;4;21;6;2;1;1;-;45
"290950 Cravolândia";-;4;-;4;20;14;4;-;-;-;-;-;46
"290960 Crisópolis";5;-;-;-;2;6;-;1;-;-;-;-;14
"290970 Cristópolis";-;1;1;3;-;-;-;-;-;-;-;-;5
"290980 Cruz das Almas";3;5;16;56;82;42;2;5;-;-;-;1;212
"290990 Curaçá";-;-;-;3;53;47;40;5;-;-;-;-;148
"291000 Dário Meira";-;-;-;19;21;15;-;2;1;5;3;-;66
"291005 Dias d'Ávila";-;1;5;5;16;5;1;1;-;4;5;1;44
"291010 Dom Basílio";-;-;-;1;7;21;10;-;-;-;1;-;40
"291020 Dom Macedo Costa";-;-;3;5;12;8;2;-;-;-;-;-;30
"291030 Elísio Medrado";-;-;-;21;1;-;-;-;-;-;-;-;22
"291040 Encruzilhada";3;4;26;43;25;14;2;3;1;1;1;1;124
"291050 Entre Rios";5;26;56;18;33;43;11;10;1;2;-;-;205
"290050 Érico Cardoso";4;2;-;-;24;18;7;3;-;-;-;-;58
"291060 Esplanada";12;37;22;16;27;45;14;9;12;6;2;2;204
"291070 Euclides da Cunha";-;1;2;14;77;200;90;12;4;1;-;-;401
"291072 Eunápolis";10;34;90;106;149;200;35;10;9;13;9;14;679
"291075 Fátima";1;-;1;24;38;15;8;5;1;3;1;-;97
"291077 Feira da Mata";-;-;-;3;3;1;-;-;-;-;-;1;8
"291080 Feira de Santana";140;185;354;783;804;696;268;57;27;21;13;33;3381
"291085 Filadélfia";-;3;8;6;14;10;1;-;-;1;1;-;44
"291090 Firmino Alves";-;-;-;2;27;42;13;-;-;-;-;-;84
"291100 Floresta Azul";-;1;3;-;3;3;-;-;-;-;-;-;10
"291120 Gandu";-;3;8;7;31;31;11;4;2;3;3;-;103
"291125 Gavião";-;1;3;-;2;8;6;13;4;-;-;-;37
"291130 Gentio do Ouro";1;8;1;-;2;-;-;-;-;-;-;-;12
"291140 Glória";-;1;-;-;2;2;15;4;1;2;-;-;27
"291150 Gongogi";-;1;5;1;9;1;-;-;-;-;-;-;17
"291160 Governador Mangabeira";3;19;59;22;18;15;11;2;2;2;-;-;153
"291165 Guajeru";1;-;6;4;1;-;1;-;-;-;-;-;13
"291170 Guanambi";-;1;13;91;89;33;7;2;3;3;-;5;247
"291180 Guaratinga";-;-;-;-;8;2;-;1;4;-;-;-;15
"291185 Heliópolis";1;2;3;4;14;-;-;-;-;-;-;-;24
"291190 Iaçu";-;-;3;4;64;78;58;20;6;9;17;5;264
"291200 Ibiassucê";-;1;25;83;96;20;9;1;1;-;-;-;236
"291210 Ibicaraí";-;1;11;36;43;20;7;1;-;-;1;-;120
"291220 Ibicoara";-;-;-;-;4;2;-;1;-;-;-;-;7
"291230 Ibicuí";-;1;8;1;57;35;48;4;2;1;2;1;160
"291240 Ibipeba";-;-;11;32;52;6;-;-;-;-;-;-;101
"291250 Ibipitanga";-;-;-;-;25;32;25;13;4;-;-;-;99
"291260 Ibiquera";2;9;24;31;7;-;2;2;-;-;-;-;77
"291270 Ibirapitanga";-;6;2;1;19;4;3;-;-;-;1;-;36
"291280 Ibirapuã";-;-;4;4;7;1;13;3;3;-;3;-;38
"291290 Ibirataia";52;116;60;24;20;5;3;-;3;5;2;5;295
"291300 Ibitiara";3;-;-;2;21;14;3;2;-;1;-;-;46
"291310 Ibititá";-;-;4;22;81;5;-;-;-;-;-;-;112
"291320 Ibotirama";-;-;2;3;14;7;7;2;1;-;-;-;36
"291330 Ichu";-;1;2;9;16;49;-;-;-;-;-;-;77
"291340 Igaporã";-;-;1;-;-;3;1;-;-;1;-;-;6
"291345 Igrapiúna";7;-;-;-;-;-;-;-;-;-;-;-;7
"291350 Iguaí";6;6;67;106;131;26;11;-;-;-;-;-;353
"291360 Ilhéus";44;109;114;70;50;42;30;19;12;16;10;11;527
"291370 Inhambupe";15;8;14;16;40;39;15;6;3;2;-;3;161
"291380 Ipecaetá";-;-;1;2;-;21;7;-;-;-;-;-;31
"291390 Ipiaú";56;255;271;105;126;52;42;20;11;5;17;8;968
"291400 Ipirá";-;1;4;6;12;4;12;1;-;1;2;1;44
"291410 Ipupiara";-;-;3;5;15;12;19;10;4;-;2;1;71
"291420 Irajuba";-;-;17;180;5;3;-;-;-;-;-;-;205
"291430 Iramaia";-;-;1;52;50;18;6;-;-;-;-;-;127
"291440 Iraquara";-;1;48;268;306;102;-;-;-;-;-;-;725
"291450 Irará";2;32;238;167;25;8;3;1;-;2;-;3;481
"291460 Irecê";4;11;40;127;274;144;48;7;22;3;11;2;693
"291470 Itaberaba";5;49;100;84;464;982;834;243;107;53;19;19;2959
"291480 Itabuna";10;35;26;36;80;72;70;62;26;31;42;48;538
"291490 Itacaré";14;117;78;90;15;5;-;-;-;1;-;4;324
"291500 Itaeté";-;-;3;11;262;5;-;-;-;-;-;-;281
"291510 Itagi";-;-;-;2;-;-;-;1;-;-;-;-;3
"291520 Itagibá";-;3;39;46;19;20;8;2;9;3;-;-;149
"291530 Itagimirim";-;-;-;-;10;27;1;1;-;-;-;-;39
"291535 Itaguaçu da Bahia";-;-;-;-;-;-;20;7;-;-;-;-;27
"291540 Itaju do Colônia";-;-;-;2;4;1;-;-;-;-;-;-;7
"291550 Itajuípe";-;-;-;2;6;2;7;6;2;1;-;2;28
"291560 Itamaraju";14;25;8;7;14;6;1;-;-;-;1;1;77
"291570 Itamari";-;-;11;2;8;3;-;1;3;-;-;-;28
"291580 Itambé";-;-;-;22;57;15;3;3;-;-;-;-;100
"291590 Itanagra";-;-;-;-;2;1;-;-;-;-;-;-;3
