"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"130150 Envira";14;-;4;-;-;-;-;-;-;-;2;4;24
"130160 Fonte Boa";-;-;1;-;-;-;-;-;-;-;-;-;1
"130165 Guajará";198;57;57;20;47;35;7;2;-;2;1;2;428
"130170 Humaitá";63;30;23;14;5;3;4;3;-;-;1;2;148
"130180 Ipixuna";-;-;2;-;-;11;18;-;-;-;-;-;31
"130185 Iranduba";-;2;6;-;-;-;-;-;-;-;-;-;8
"130190 Itacoatiara";-;3;4;1;3;1;4;-;-;-;1;2;19
"130230 Jutaí";-;44;341;81;27;12;3;-;-;-;-;-;508
"130240 Lábrea";5;3;11;18;102;62;15;8;19;19;33;297;592
"130250 Manacapuru";1;5;-;-;-;-;1;1;-;-;-;2;10
"130260 Manaus";57;111;149;57;58;130;102;82;25;22;69;107;969
"130270 Manicoré";-;-;-;-;-;1;-;4;8;1;-;1;15
"130330 Novo Aripuanã";1;2;2;2;-;1;3;-;1;-;-;1;13
"130340 Parintins";4;5;6;9;1;-;1;1;1;1;1;-;30
"130350 Pauini";-;-;-;-;-;-;-;-;-;1;-;-;1
"130353 Presidente Figueiredo";3;8;13;2;1;4;28;17;4;4;4;3;91
"130356 Rio Preto da Eva";-;-;-;1;2;-;-;1;-;-;-;-;4
"130360 Santa Isabel do Rio Negro";-;-;5;15;21;1;-;-;-;-;-;-;42
"130370 Santo Antônio do Içá";3;6;1;-;-;-;-;2;2;-;5;19;38
"130380 São Gabriel da Cachoeira";375;158;138;102;18;17;19;8;15;6;8;36;900
"130390 São Paulo de Olivença";9;2;1;-;-;-;-;-;-;-;1;2;15
"130406 Tabatinga";38;24;2;18;5;1;-;1;-;2;-;10;101
"130420 Tefé";1;2;1;3;-;-;1;5;6;4;21;17;61
"130423 Tonantins";-;-;-;-;-;-;-;-;5;12;2;-;19
"140002 Amajari";-;2;-;1;-;-;-;-;1;-;-;-;4
"140010 Boa Vista";143;174;27;6;1;-;3;4;3;6;3;15;385
"140015 Bonfim";1;-;-;-;-;1;2;5;3;-;-;-;12
"140017 Cantá";18;4;2;2;-;-;-;-;-;-;-;1;27
"140020 Caracaraí";7;1;-;-;-;-;2;-;-;-;1;2;13
"140023 Caroebe";-;-;-;-;-;-;-;-;1;-;1;1;3
"140030 Mucajaí";4;2;2;-;-;-;-;-;-;-;-;-;8
"140040 Normandia";7;8;16;2;-;-;1;1;-;-;-;-;35
"140047 Rorainópolis";5;2;1;1;1;1;5;1;1;-;-;1;19
"140060 São Luiz";-;1;-;-;-;-;-;-;-;-;-;-;1
"150010 Abaetetuba";1;5;7;-;1;-;-;1;-;-;-;-;15
"150013 Abel Figueiredo";-;-;1;-;-;-;-;-;-;-;-;-;1
"150020 Acará";1;-;1;-;-;-;-;-;-;-;1;-;3
"150034 Água Azul do Norte";2;-;1;-;1;-;-;-;-;-;-;-;4
"150040 Alenquer";1;16;9;9;8;-;-;-;-;-;-;1;44
"150060 Altamira";105;86;63;8;14;8;2;7;2;6;2;10;313
"150080 Ananindeua";9;10;12;9;-;-;1;2;1;-;-;1;45
"150085 Anapu";2;1;3;2;-;-;-;-;-;-;8;1;17
"150090 Augusto Corrêa";-;1;5;9;-;-;-;-;1;-;-;1;17
"150110 Bagre";-;2;-;-;-;-;-;-;-;-;-;-;2
"150125 Bannach";11;13;10;-;-;1;3;2;3;-;2;9;54
"150130 Barcarena";-;-;4;1;-;-;-;-;-;3;1;-;9
"150140 Belém";67;58;30;8;2;7;2;3;7;3;14;38;239
"150145 Belterra";-;-;-;1;14;2;-;-;-;-;-;-;17
"150150 Benevides";2;3;4;1;-;3;-;1;-;-;1;-;15
"150160 Bonito";1;3;1;-;-;-;-;-;-;-;-;-;5
"150170 Bragança";1;4;8;1;-;-;-;-;-;-;-;-;14
"150172 Brasil Novo";1;3;14;6;2;1;1;-;-;-;-;-;28
"150175 Brejo Grande do Araguaia";1;1;2;-;-;-;-;-;-;-;-;-;4
"150178 Breu Branco";-;8;1;1;-;-;-;-;-;-;-;-;10
"150180 Breves";2;1;1;-;-;-;-;-;-;1;-;-;5
"150195 Cachoeira do Piriá";-;-;-;2;-;-;-;-;-;-;-;-;2
"150210 Cametá";6;17;31;11;1;-;1;-;2;1;3;-;73
"150215 Canaã dos Carajás";5;1;1;1;-;2;1;1;-;-;1;1;14
"150220 Capanema";5;6;12;1;-;-;-;-;-;-;-;-;24
"150240 Castanhal";14;11;12;4;-;-;2;-;1;-;-;2;46
"150270 Conceição do Araguaia";29;8;8;3;3;-;-;-;-;-;1;-;52
"150275 Concórdia do Pará";-;-;1;-;-;-;-;-;-;-;1;-;2
"150276 Cumaru do Norte";11;1;1;4;4;2;-;-;-;-;-;-;23
"150280 Curralinho";-;1;1;1;-;-;-;-;-;-;-;-;3
"150290 Curuçá";1;-;-;-;-;-;-;-;-;-;-;-;1
"150293 Dom Eliseu";1;2;3;-;2;-;-;-;-;-;-;-;8
"150300 Faro";-;1;-;-;-;-;-;-;-;-;-;-;1
"150304 Floresta do Araguaia";-;1;-;-;-;-;-;-;-;-;-;1;2
"150309 Goianésia do Pará";6;20;10;1;-;-;-;-;-;-;-;-;37
"150320 Igarapé-Açu";-;-;1;14;-;-;-;-;-;-;-;-;15
"150330 Igarapé-Miri";-;1;-;1;-;-;-;-;-;1;-;-;3
"150340 Inhangapi";1;-;-;-;-;-;-;-;-;-;1;1;3
"150345 Ipixuna do Pará";1;5;-;1;-;-;-;-;-;-;-;1;8
"150350 Irituia";-;1;3;-;-;-;-;1;-;1;-;-;6
"150360 Itaituba";6;7;26;25;24;10;5;4;1;3;9;16;136
"150370 Itupiranga";-;1;3;2;-;1;-;-;-;-;-;-;7
"150380 Jacundá";-;-;-;1;4;4;1;-;1;-;-;-;11
"150390 Juruti";-;1;-;-;-;-;-;-;-;-;-;-;1
"150400 Limoeiro do Ajuru";-;-;1;-;-;-;-;-;-;-;-;-;1
"150420 Marabá";-;-;-;-;-;1;-;-;-;-;-;-;1
"150442 Marituba";4;4;1;-;-;-;-;-;2;4;1;1;17
"150445 Medicilândia";1;10;-;1;7;9;6;2;4;4;18;-;62
"150460 Mocajuba";2;2;8;5;1;1;3;1;-;-;-;-;23
"150470 Moju";-;2;-;-;-;-;-;-;-;-;-;-;2
"150475 Mojuí dos Campos";2;-;4;5;1;-;-;-;1;-;-;-;13
"150480 Monte Alegre";1;-;2;-;1;2;-;1;-;-;-;-;7
"150495 Nova Esperança do Piriá";-;1;-;-;-;-;-;-;-;-;-;-;1
"150497 Nova Ipixuna";-;1;-;-;-;-;-;-;-;1;-;-;2
"150503 Novo Progresso";68;105;50;19;28;17;1;-;1;1;-;4;294
"150506 Novo Repartimento";1;15;8;7;4;-;-;-;-;-;-;1;36
"150510 Óbidos";-;-;1;-;1;-;-;-;-;-;-;1;3
"150540 Ourém";-;1;-;-;-;-;-;-;-;-;-;-;1
"150543 Ourilândia do Norte";10;16;4;2;1;1;1;5;-;-;-;1;41
"150548 Pacajá";2;12;5;20;3;-;-;-;-;-;-;1;43
"150549 Palestina do Pará";2;2;3;-;-;-;-;-;-;-;-;-;7
"150550 Paragominas";-;-;2;-;-;-;-;1;-;-;-;-;3
"150553 Parauapebas";95;125;55;61;17;12;9;29;14;14;22;26;479
"150555 Pau D'Arco";-;2;-;1;6;6;1;-;-;-;-;-;16
"150560 Peixe-Boi";-;-;-;-;-;1;-;2;-;-;1;-;4
"150563 Piçarra";-;-;-;-;-;1;-;-;-;-;-;-;1
"150570 Ponta de Pedras";2;-;-;-;-;-;-;-;-;-;-;-;2
"150590 Porto de Moz";-;1;2;1;-;-;-;-;-;-;-;-;4
"150613 Redenção";3;6;7;9;7;10;5;1;1;1;5;-;55
"150616 Rio Maria";8;7;11;5;6;6;2;1;-;-;-;-;46
"150618 Rondon do Pará";-;-;1;1;-;-;-;-;-;-;-;-;2
"150619 Rurópolis";10;-;2;-;4;2;-;-;-;-;-;1;19
"150620 Salinópolis";-;3;1;1;-;-;-;-;-;-;-;-;5
"150630 Salvaterra";-;2;2;1;-;-;-;-;-;-;-;-;5
"150635 Santa Bárbara do Pará";2;3;3;-;-;-;-;-;1;-;-;-;9
"150650 Santa Izabel do Pará";1;1;8;-;-;-;-;-;-;-;-;1;11
"150658 Santa Maria das Barreiras";7;1;9;5;1;5;1;-;-;-;1;-;30
"150660 Santa Maria do Pará";-;-;1;2;-;-;-;-;-;-;-;-;3
"150670 Santana do Araguaia";8;4;28;33;32;21;4;-;-;1;2;2;135
"150680 Santarém";14;26;21;11;4;2;2;1;1;1;1;1;85
"150690 Santarém Novo";-;-;1;-;-;-;4;2;2;-;-;-;9
"150700 Santo Antônio do Tauá";4;-;2;-;-;-;-;-;-;-;-;-;6
"150715 São Domingos do Araguaia";8;8;-;1;-;-;-;-;-;-;-;-;17
"150720 São Domingos do Capim";1;-;-;-;-;-;1;2;-;-;1;-;5
"150730 São Félix do Xingu";2;5;39;8;11;12;9;6;9;8;4;17;130
"150745 São Geraldo do Araguaia";-;-;1;2;-;-;-;-;-;-;-;-;3
"150747 São João de Pirabas";5;6;8;-;-;-;-;-;1;1;-;-;21
"150750 São João do Araguaia";2;-;5;-;7;7;13;6;4;-;8;4;56
"150775 Sapucaia";5;2;-;-;1;-;-;-;-;-;-;-;8
"150780 Senador José Porfírio";-;1;6;-;1;-;1;-;-;-;-;-;9
"150790 Soure";-;-;5;1;-;-;-;-;-;-;-;-;6
"150795 Tailândia";-;-;-;1;-;-;-;-;-;-;-;-;1
"150800 Tomé-Açu";-;6;-;1;-;-;-;-;-;-;-;-;7
"150803 Tracuateua";1;-;7;3;-;-;-;-;-;-;-;-;11
"150805 Trairão";3;2;5;-;2;-;4;3;-;3;1;1;24
"150808 Tucumã";2;3;4;-;-;-;-;-;-;-;1;2;12
"150810 Tucuruí";4;5;4;2;-;-;-;-;-;-;-;-;15
"150812 Ulianópolis";-;-;-;-;4;-;-;-;-;-;-;-;4
"150815 Uruará";-;34;1;1;-;-;-;-;-;-;1;-;37
"150820 Vigia";3;-;1;-;-;-;-;-;-;-;-;-;4
"150835 Vitória do Xingu";18;64;29;5;6;3;-;4;1;2;-;10;142
"150840 Xinguara";4;5;32;68;103;10;2;-;-;-;-;-;224
"160023 Ferreira Gomes";-;2;1;1;-;-;-;-;-;-;-;-;4
"160027 Laranjal do Jari";-;-;1;4;2;5;-;-;-;-;-;-;12
"160030 Macapá";9;4;3;5;1;4;1;2;3;1;3;1;37
"160040 Mazagão";-;-;-;3;-;-;-;-;1;1;-;1;6
"160050 Oiapoque";-;-;1;-;-;-;-;-;-;-;-;1;2
"160053 Porto Grande";-;1;-;-;-;-;-;-;-;1;-;-;2
"160060 Santana";2;-;1;-;-;-;3;-;-;-;-;-;6
"170030 Aguiarnópolis";-;1;1;-;-;1;-;-;-;-;-;1;4
"170035 Aliança do Tocantins";4;-;-;-;-;-;-;-;-;-;-;1;5
"170040 Almas";1;-;-;-;-;-;-;-;-;-;-;-;1
"170070 Alvorada";-;-;1;1;1;2;1;-;-;-;-;-;6
"170100 Ananás";13;6;2;2;2;-;1;-;-;-;-;1;27
"170110 Aparecida do Rio Negro";2;1;-;1;1;-;-;-;-;-;-;-;5
"170130 Aragominas";3;1;2;-;-;-;-;-;-;-;-;-;6
"170190 Araguacema";-;-;-;2;1;-;-;-;-;-;-;-;3
"170200 Araguaçu";-;1;-;-;-;-;-;2;6;-;1;-;10
"170210 Araguaína";50;85;97;53;10;20;30;5;3;3;3;6;365
"170215 Araguanã";1;1;1;-;-;1;-;-;-;-;-;-;4
"170220 Araguatins";1;3;1;4;1;-;-;1;-;-;-;-;11
"170230 Arapoema";20;6;3;-;-;-;-;-;-;-;-;-;29
"170240 Arraias";-;2;7;13;14;4;1;-;2;-;-;-;43
"170255 Augustinópolis";4;1;1;-;-;-;-;-;-;-;-;1;7
"170300 Babaçulândia";-;-;-;-;1;-;1;-;-;-;-;-;2
"170305 Bandeirantes do Tocantins";-;1;-;-;-;-;-;1;-;-;-;-;2
"170310 Barrolândia";-;-;-;-;1;-;-;-;-;-;-;1;2
"170320 Bernardo Sayão";2;-;-;-;-;-;-;-;-;-;-;-;2
"170330 Bom Jesus do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"170370 Brejinho de Nazaré";2;6;-;-;1;1;-;-;-;-;-;-;10
"170380 Buriti do Tocantins";-;-;-;-;-;2;-;-;-;-;-;-;2
"170382 Cachoeirinha";-;1;6;1;1;-;1;-;-;-;-;-;10
"170386 Cariri do Tocantins";-;2;15;9;6;2;-;-;1;-;-;-;35
"170388 Carmolândia";-;2;-;-;-;-;-;-;-;-;-;-;2
"170389 Carrasco Bonito";3;5;2;-;-;-;-;-;-;-;-;-;10
"170510 Chapada da Natividade";-;1;1;-;-;-;-;-;-;-;-;-;2
"170550 Colinas do Tocantins";-;-;2;1;3;-;-;-;-;-;-;-;6
"170555 Combinado";-;-;2;-;4;6;6;1;-;-;2;-;21
"170560 Conceição do Tocantins";3;5;16;5;1;-;1;-;-;-;-;-;31
"170600 Couto Magalhães";-;-;-;-;1;7;-;-;-;-;-;-;8
"170610 Cristalândia";-;-;-;2;-;1;2;-;-;-;-;-;5
"170625 Crixás do Tocantins";-;1;-;2;-;-;-;-;1;-;-;-;4
"170650 Darcinópolis";-;-;3;-;-;-;-;-;-;-;-;-;3
"170700 Dianópolis";1;3;11;-;1;1;-;-;-;-;-;1;18
"170710 Divinópolis do Tocantins";2;1;-;-;1;-;-;-;-;-;-;-;4
"170730 Dueré";-;-;1;1;-;2;1;-;-;-;-;-;5
"170755 Fátima";1;-;-;1;-;-;-;-;-;-;-;-;2
"170765 Figueirópolis";-;1;-;-;-;-;-;-;-;-;-;-;1
"170770 Filadélfia";-;-;-;-;1;-;-;-;-;-;-;-;1
"170820 Formoso do Araguaia";5;3;5;2;-;-;-;-;1;-;-;1;17
"170825 Fortaleza do Tabocão";-;-;-;-;-;-;-;1;-;-;4;2;7
"170830 Goianorte";-;-;-;-;-;-;-;-;-;-;1;-;1
"170930 Guaraí";1;-;-;-;1;2;2;-;-;-;-;-;6
"170950 Gurupi";38;65;60;29;8;2;2;2;2;-;1;4;213
"171050 Itacajá";-;-;-;-;-;-;-;-;-;-;-;1;1
"171070 Itaguatins";-;6;-;-;-;-;-;-;-;-;-;-;6
"171110 Itaporã do Tocantins";-;-;2;3;-;1;-;-;-;1;-;2;9
"171150 Jaú do Tocantins";2;-;-;2;-;-;-;-;-;-;-;-;4
"171180 Juarina";-;-;1;6;1;1;-;-;-;-;-;-;9
"171190 Lagoa da Confusão";-;7;13;-;1;-;-;-;-;-;-;-;21
"171200 Lajeado";-;1;-;-;-;-;-;-;-;-;-;-;1
"171215 Lavandeira";-;-;-;-;-;-;-;-;-;-;-;3;3
"171250 Marianópolis do Tocantins";3;-;-;-;-;-;-;-;-;-;-;-;3
"171320 Miracema do Tocantins";1;2;6;4;1;3;1;-;-;-;-;2;20
"171360 Monte do Carmo";-;3;4;2;2;1;-;-;-;-;-;-;12
"171420 Natividade";2;8;8;4;4;-;-;-;-;-;-;-;26
"171488 Nova Olinda";4;4;2;1;1;1;-;-;-;1;-;1;15
"171500 Nova Rosalândia";-;-;-;1;-;-;1;-;-;-;-;-;2
"171510 Novo Acordo";1;-;-;-;-;-;-;-;-;-;-;-;1
"171550 Oliveira de Fátima";-;-;-;-;-;-;-;1;-;-;-;-;1
"172100 Palmas";51;66;82;58;56;62;63;41;24;17;19;31;570
"171380 Palmeiras do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"171575 Palmeirópolis";-;-;-;-;-;1;-;-;-;-;-;-;1
"171610 Paraíso do Tocantins";24;24;27;16;23;22;-;-;1;-;-;4;141
"171620 Paranã";-;-;2;-;2;-;-;-;-;-;-;-;4
"171650 Pedro Afonso";-;-;-;-;1;-;-;-;-;-;-;-;1
"171660 Peixe";2;1;-;1;-;-;-;-;-;-;-;-;4
"171665 Pequizeiro";-;-;1;-;-;-;-;-;-;-;-;-;1
"171700 Pindorama do Tocantins";1;-;-;1;-;-;-;-;-;-;-;-;2
"171720 Piraquê";1;-;1;-;-;-;-;-;-;-;-;-;2
"171750 Pium";-;1;-;-;-;-;-;-;-;-;-;-;1
"171790 Ponte Alta do Tocantins";-;-;-;-;-;-;-;-;-;-;2;2;4
"171820 Porto Nacional";9;11;5;3;4;2;1;2;-;-;-;-;37
"171840 Presidente Kennedy";-;-;-;-;1;-;-;-;-;1;-;-;2
"171855 Riachinho";2;-;-;-;-;1;-;-;-;-;-;-;3
"171870 Rio dos Bois";-;-;-;-;-;2;-;-;-;-;2;-;4
"171875 Rio Sono";-;-;2;1;-;-;-;-;-;-;-;-;3
"171880 Sampaio";3;-;-;-;-;-;-;-;-;-;-;-;3
"171886 Santa Fé do Araguaia";-;7;5;-;-;-;-;-;-;-;-;-;12
"171888 Santa Maria do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"171890 Santa Rosa do Tocantins";-;-;4;-;-;-;-;-;-;-;-;-;4
"172000 Santa Terezinha do Tocantins";-;-;3;1;3;-;-;-;-;-;-;-;7
"172010 São Bento do Tocantins";-;-;2;-;1;1;-;-;-;-;-;-;4
"172020 São Miguel do Tocantins";-;-;4;-;-;-;-;-;-;-;-;-;4
"172065 Silvanópolis";-;1;-;-;1;-;-;-;-;-;-;-;2
"172080 Sítio Novo do Tocantins";1;2;2;-;-;-;-;-;-;-;-;-;5
"172090 Taguatinga";-;-;1;2;1;-;1;3;-;-;-;-;8
"172093 Taipas do Tocantins";-;-;-;3;1;1;1;2;-;-;-;-;8
"172097 Talismã";-;-;2;-;-;-;-;-;-;-;-;-;2
"172110 Tocantínia";-;-;-;-;-;1;-;-;-;-;-;-;1
"172120 Tocantinópolis";5;3;3;3;4;-;2;-;-;-;-;-;20
"172208 Wanderlândia";-;-;-;-;-;-;1;-;-;-;-;-;1
"172210 Xambioá";1;-;4;-;1;-;-;-;-;-;-;-;6
"210030 Aldeias Altas";-;1;-;-;-;-;-;-;-;-;-;-;1
"210047 Alto Alegre do Pindaré";-;-;2;3;-;-;-;-;-;-;-;-;5
"210050 Alto Parnaíba";5;23;-;1;2;-;-;-;-;-;-;-;31
"210060 Amarante do Maranhão";-;-;10;-;-;1;-;-;-;-;-;-;11
"210080 Anapurus";-;3;4;-;-;-;-;-;-;-;-;-;7
"210095 Arame";2;-;4;-;-;-;-;-;-;-;-;-;6
"210120 Bacabal";-;1;-;1;-;-;-;-;-;1;1;-;4
"210125 Bacabeira";-;1;-;-;-;15;6;4;-;-;1;2;29
"210140 Balsas";16;47;29;29;6;18;12;5;1;2;3;-;168
"210150 Barão de Grajaú";-;-;-;-;-;-;1;-;-;-;-;-;1
"210160 Barra do Corda";157;153;84;18;6;3;2;1;6;4;1;6;441
"210193 Bernardo do Mearim";-;-;-;3;-;-;-;-;-;-;-;-;3
"210203 Bom Jesus das Selvas";-;-;-;-;-;1;-;-;1;-;-;-;2
"210207 Bom Lugar";6;1;-;-;-;-;-;-;-;-;-;-;7
"210232 Buriticupu";-;1;1;-;-;-;-;-;-;-;-;-;2
"210235 Buritirana";1;5;1;-;-;-;-;-;-;-;-;-;7
"210255 Campestre do Maranhão";-;1;3;-;2;1;-;-;-;-;-;-;7
"210275 Capinzal do Norte";-;-;-;1;-;-;-;-;-;-;-;-;1
"210280 Carolina";5;8;2;-;-;-;1;-;-;-;-;-;16
"210290 Carutapera";1;-;-;1;-;-;-;-;-;-;-;-;2
"210300 Caxias";-;1;1;3;-;1;1;1;-;-;-;-;8
"210317 Centro Novo do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"210320 Chapadinha";1;-;-;-;-;2;6;-;1;-;-;-;10
"210330 Codó";-;-;1;-;-;-;-;-;-;-;-;-;1
"210350 Colinas";5;4;4;1;1;1;1;-;1;-;-;-;18
"210370 Cururupu";1;5;6;-;-;-;-;-;-;-;-;-;12
"210405 Estreito";-;11;-;-;-;-;-;-;-;-;-;-;11
"210407 Feira Nova do Maranhão";5;10;1;2;-;-;-;-;-;-;-;-;18
"210409 Formosa da Serra Negra";5;24;31;13;7;1;-;-;-;-;-;1;82
"210410 Fortaleza dos Nogueiras";14;91;15;4;9;4;2;-;-;-;-;-;139
"210420 Fortuna";-;-;-;-;-;1;-;-;-;-;-;-;1
"210455 Governador Edison Lobão";3;2;-;2;6;1;-;-;1;-;-;-;15
"210462 Governador Luiz Rocha";-;-;1;-;-;-;-;-;-;-;-;-;1
"210500 Humberto de Campos";-;1;-;1;-;-;-;-;-;-;-;-;2
"210520 Igarapé Grande";-;-;-;-;1;-;-;-;-;-;-;-;1
"210530 Imperatriz";7;7;9;5;-;1;1;-;1;-;-;-;31
"210540 Itapecuru Mirim";1;1;4;4;7;-;-;-;-;-;-;-;17
"210542 Itinga do Maranhão";3;5;7;1;-;-;-;-;-;-;-;-;16
"210545 Jatobá";-;1;-;-;-;-;-;-;-;-;-;-;1
"210550 João Lisboa";-;-;-;-;-;1;-;-;-;-;-;-;1
"210560 Joselândia";-;-;2;-;-;-;-;-;-;-;-;-;2
"210570 Lago da Pedra";10;6;1;3;-;-;-;-;-;-;-;-;20
"210592 Lagoa do Mato";-;-;-;-;2;-;-;-;-;-;-;-;2
"210596 Lagoa Grande do Maranhão";1;-;-;-;2;-;-;-;-;-;-;-;3
"210598 Lajeado Novo";-;5;-;7;2;-;-;-;-;-;-;-;14
"210610 Loreto";-;1;1;2;-;-;-;-;-;-;-;-;4
